clause_text,label
"['during and after the term, neither party shall register, use or claim ownership or other rights in any logo, trade name, brand name or trademark of the other party in existence during the term (nor any logo, trade name, brand name or trademark confusingly similar to any logo, trade name, brand name or trademark of the other party in existence during the term), nor assist anyone else to do so, nor make or assist in any challenge to any logo, trade name, brand name or trademark of the other party in existence during the term.']",Covenant Not To Sue
"['upon the written request of a party (""requesting party"") with reasonable advance notice and not more than once in each calendar year, the other party shall permit an independent certified public accounting firm of nationally recognized standing selected by requesting party and reasonably acceptable to the other party, at its own expense, to have access during normal business hours to such of the records as may be reasonably necessary to verify the accuracy of the reports under section 8 for any calendar year ending not more than thirty-six (36) months prior to the date of such request.', 'this right to audit shall remain in effect throughout the life of this agreement and for a period of three (3) years after the termination of this agreement.', 'no other information shall be provided to requesting party in connection with this audit right.', 'the accounting firm shall disclose to the requesting party only whether the reports are correct or incorrect and the specific details concerning any discrepancies.']",Audit Rights
"['these records shall be available for examination during normal business hours by accountants representing the other party, who shall be entitled to perform an audit and to make copies and extracts, and receive any explanations that may reasonably be requested.']",Audit Rights
"['for each month during the term, the company will pay cnet a minimum of [xxxx] in cash, plus [xxx] of cnet sales.']",Revenue/Profit Sharing
"['you will contribute to the buffalo wild wings advertising and development fund (""fund"") (which may be one of several regional funds, if we elect to establish separate funds to serve various regions in which multiple franchisees are located) an amount equal to three percent (3%) of your gross sales, as defined in paragraph x.', 'you will pay us without offset, credit or deduction of any nature, so long as this agreement is in effect, a monthly continuing fee equal to five percent (5%) of the gross sales derived from the franchised restaurant. the continuing fee will be paid monthly in the manner specified below or as otherwise prescribed in the manuals.']",Revenue/Profit Sharing
"['neither party shall sell, assign, subcontract, transfer or dispose of this agreement or any part thereof, without the prior written consent of the other party or otherwise enter into an agreement with any other party for services contemplated herein.']",Anti-Assignment
"['""minimum quantity"" means [***] pounds of terpene product per year, prorated for any partial year included in the term.<omitted>in the event that flotek does not order the minimum quantity in a given year, fcc may ship to flotek the remaining quantity of terpene product prior to the end of such year, and invoice flotek as described in section 6(c).']",Minimum Commitment
"['for the avoidance of doubt, after the termination or expiration of this agreement, the village media company and its permitted licensees shall continue to have the right to fully exploit, use, and exploit the hofv works for the length of the term of the license granted by pfhof in connection with such hofv work pursuant to section 2.3; provided that the length of the term of such license shall be a minimum of five (5) years.', ""the village media company shall be permitted to retain copies of pfhof's confidential information as necessary to allow the village media company to exercise its post-termination rights with respect to such information.""]",Post-Termination Services
"['table 1\n\n business partner pricing\n\nvoip services one-time fee monthly service fee\n\nvoip connectivity (per port charge)\n\nincludes: unlimited voip calls, voip caller id, call waiting, basic voicemail\n\n$9.95 $5.95\n\nvoip connectivity - commpanion galaxy telecom brand\n\nwith i-box subscription\n\nincludes: unlimited voip calls, voip caller id, call waiting, basic voicemail, 3-way calling, call forwarding, do not disturb, call hold, auto answer, call ignore, call ""go to voicemail"", redial, mute\n\n$19.95 $1.95\n\nvoip connectivity - i-box commpanion galaxy telecom brand\n\nstand alone subscription\n\nincludes: unlimited voip calls, voip caller id, call waiting, basic voicemail, 3-way calling, call forwarding, do not disturb, call hold, auto answer, call ignore, call ""go to voicemail"", redial, mute\n\n$19.95 $5.95\n\nvoip', 'note 4 unlimited calling from virtual calling zone only. long distance charges apply when calling to vcz.']",Unlimited/All-You-Can-Eat-License
"[""in the event that the agreement is terminated pursuant to section 16.a.v. due to e-centives' acquisition by an excite@home named competitor, or by an entity controlling or controlled by an excite@home named competitor, e-centives or its assigns or designates may not contact any users for whom user data has been provided pursuant to this agreement, excluding those that have opted out in accordance with section 5(a) of exhibit d."", ""in the event that a majority of application provider's assets are merged, acquired or sold to an excite@home named competitor, or to an entity controlling or controlled by an excite@home named competitor, then excite@home may terminate this agreement by providing thirty (30) days written notice."", ""in the event that the agreement is terminated pursuant to section 16.a.v due to e-centives' acquisition by an excite@home named competitor, or by an entity controlling or controlled by an excite@home named competitor, e-centives shall transfer all of its right, title and interest in and to the payment-eligible user data to excite.""]",Change Of Control
"['subject to payment of the annual minimum commitment (""amc"" - defined herein), diversinet hereby grants to reseller an exclusive, non- transferable and non-assignable right to market, sell, and sub-license those diversinet products listed in schedule 2 (the ""products"") within the territory listed in schedule 3 (the ""territory"") to canadian headquartered companies, and governmental and broader public sector entities located in canada.']",Competitive Restriction Exception
"[""at no time during or after the term of this agreement shall either party challenge or assist others to challenge the other party's trademarks or the registration thereof or attempt to register any trademarks, marks or trade names confusingly similar to those of the other party.""]",Covenant Not To Sue
"['subject to the terms and conditions of this agreement, arizona hereby grants to the company a limited, non- exclusive, royalty-free, non-sublicensable (except as set forth in section 7.1), non-assignable license in, to and under the arizona licensed trademarks for the arizona trademark license term for use in the company field throughout the world only in the form and manner that such arizona licensed trademarks are used in the business as of the closing, provided that the company shall use commercially reasonable efforts to present the arizona licensed trademarks in the form set forth on schedule 6.1.', 'subject to the terms and conditions of this agreement, arizona hereby grants to the company a limited, non- exclusive, royalty-free, non-sublicensable (except as set forth in section 7.1), non-assignable (except as set forth in section 13.2) license in, to and under the diamond licensed trademarks for the diamond trademark license term for use with respect to the diamond product throughout the world only in the form and manner set forth on schedule 6.2.']",Non-Transferable License
"['papa john\'s hereby grants to abg and celebrity, a royalty-free, perpetual, irrevocable, fully- paid, assignable, transferable, sublicensable right and license to utilize the materials, in their entirety or any portions thereof, in all media now known or hereafter developed, throughout the universe (individually and collectively, ""pj rights"") as follows: (i) on or in connection the performance of the services hereunder; (ii) in connection with historical and archival purposes (e.g., documentary, commentary, corporate retrospective, historical files on websites of abg), so-called business-to-business uses and other non-commercial purposes; and (iii) for industry recognition purposes (e.g., award competition submissions); in each case, in all media now known or hereafter devised.']",Irrevocable Or Perpetual License
"[""this agreement is binding upon each party's assigns, transferees and successors; provided that no party may assign or otherwise transfer, by operation of law or otherwise, this agreement in whole or in part, without the other party's prior written consent.""]",Anti-Assignment
"['e.piphany grants hsns a non-exclusive, non-transferable, non-sublicensable license to use such deliverables solely for is internal use consistent with the terms of this agreement.', 'subject to the terms of this agreement and scope of use and only within the market and territory, e.piphany grants hsns a nonexclusive, nontransferable, non-sublicensable right to (i) use and combine the application with the outsourcing application and other software products for the purpose of providing, to outsourcing customers, the services described in exhibit b as the outsourcing services; and (ii) use the documentation provided with the application in support of the application.', ""except as expressly provided herein, hsns shall not (i) rent, lease, loan, sell or otherwise distribute the application, or any modification thereto, in whole or in part; (ii) cause or permit reverse engineering, reverse compilation, unauthorized access or assembly of all or any portion of the application; (iii) allow any outsourcing or application service providers to access and use the application as outsourcing customers, (iv) publish the results of application performance benchmarks to any third party without e.piphany's express written consent; (v) export the application in violation of u.s. department of commerce export administration regulations; and (vi) except as otherwise expressly allowed herein, permit any third party or unlicensed user or computer system to access or use the application."", 'the application and any modifications are licensed pursuant to this agreement to hsns for use of the application and any modifications thereto.', 'subject to the terms and conditions of this agreement and scope of use and only within the market and territory, e.piphany grants to hsns a non-exclusive, non-transferable, non-sublicensable license during the term of this agreement to install and use the applications in object code format to develop the outsourcing application and outsourcing service and to install and use the application in object code format to develop and provide maintenance and support for the outsourcing application to outsourcing customers, to demonstrate the outsourcing application to potential customers, and to train hsns personnel on the use, maintenance and support of the outsourcing application.']",License Grant
"[""provided they do not infringe the marks of affiliate or an affiliate of affiliate, affiliate shall not directly or indirectly question, attack, contest or in any other manner impugn the validity of the marks or network's rights in and to the marks and shall reasonably cooperate with network's quality control, monitoring and inspection of the use of the marks.""]",Covenant Not To Sue
"['notwithstanding anything to the contrary in this agreement, each of the indemnified parties has relied on this section 13.9, is an express third party beneficiary of this section 13.9 and is entitled to enforce the obligations of the applicable indemnified parties under this section 13.9 directly against such indemnified parties to the full extent thereof.']",Third Party Beneficiary
"['unless otherwise provided herein, service recipient shall not assign or transfer any rights or obligations hereunder to any third party without the prior written consent of service provider. service provider may assign or transfer its rights and obligations hereunder to any third party in connection with, among other things, equity restructuring or business restructuring, without the consent of service recipient.']",Anti-Assignment
"['eutectix hereby grants to liquidmetal a fully-paid up, royalty-free, perpetual, world-wide, non-exclusive license to any new process technologies in which eutectix acquires licensing rights pursuant to section 8.2 above.', 'the parties shall negotiate in good faith a royalty-bearing, perpetual, world-wide, non-exclusive license to any new application technology in which they acquire rights as set forth in section 8.2.3 above. royalties and other terms shall be commercially reasonable and negotiated by the parties in good faith.']",Irrevocable Or Perpetual License
"[""shipper shall have the right to assign, or transfer all, but not less than all, of its rights and obligations under this agreement with the prior written consent of transporter, which consent may be withheld in transporter's sole discretion."", 'no assignment or transfer of this agreement shall be effective as to transporter unless and until transporter has been provided written notice thereof.']",Anti-Assignment
"[""licensor, as owner of the licensed mark, shall have the right at all times to control and approve the nature and quality of the licensed products (and the licensed mark thereon), and to inspect licensee's business operations upon reasonable prior notice for the purpose of ensuring that a high level of quality of the licensed products is being maintained by licensee."", 'no more frequently than once per year, a third party auditor chosen by licensor and approved by licensee, such approval not to be unreasonably withheld, shall be entitled at any time on reasonable notice to the licensee to enter, during regular business hours, any premises used by the licensee or its manufacturers for the manufacture, packaging or storage of the licensed products, to inspect such premises, all plant, workforce and machinery used for manufacture, packaging or storage of licensed products and all other aspects of the manufacture, packaging and storage of licensed products (""access rights"")']",Audit Rights
"['ajr shall not take any action or suffer any action to occur, whether taken by the team or others, which could result in an adverse impact on xc, its licensed materials and the goodwill associated therewith as a result of this agreement.']",Non-Disparagement
"['notwithstanding the foregoing, in the event that the applicable party decides not to file at all or not to file a continuing or other application to maintain the viability of the u.s part of a family of patents to which an application belongs, or decides to abandon or discontinue the prosecution or maintenance of any of the joint ip rights, such party shall notify the other party thereof, and such other party may elect to continue the prosecution (including non-provisional application and pct entry) or maintenance of such joint ip rights at its sole expense and in the name(s) of both stryker and conformis']",Rofr/Rofo/Rofn
"[""during the term, for the activities described in this agreement, imntv hereby grants distributor non-exclusive rights and licenses necessary within the territory to: (a) copy, store digitally, host and stream the programming; (b) publicly perform, publicly display, electronically transmit, distribute and broadcast the programming; (c) promote the programming and use imntv marks for distributor's promotion of the programming as activities described in section 2.4 above; (d) archive the programming on distributor's servers; (e) encode, copy, and create continuous programming excerpts of up to sixty (60) seconds and transmit, publicly perform, distribute, and redistribute such excerpts to""]",Volume Restriction
"['at any time that there is no uncompleted statement of work outstanding, either party may terminate this agreement for any or no reason upon fifteen (15) days advance notice to the other.']",Termination For Convenience
"['in the case of a written notice 15 days in advance from either party to the other party and a payment of the liquidated damages of rmb10,000 (rmb ten thousand), this agreement shall terminate as of the date of termination stated in the notice of termination.', 'party a is entitled to unilaterally terminate this agreement within three natural months from the signing date of this agreement.']",Termination For Convenience
"['company grants to investor, for the duration of the option period, a worldwide, royalty-free, non-exclusive, irrevocable license (with the right to grant sublicenses to affiliates) under the patents to practice the methods therein described and claimed and to make and have made, use, offer to sell, sell and import products made using such methods, and to make improvements, and to engage in any activity which would give rise to a claim of infringement (direct or indirect or otherwise) of one or more of the patents in the absence of a license.', ""such rights to investor improvements shall be solely for use by the company and its affiliates and shall not be transferable to any third party, except in connection with a merger, consolidation, or the sale or transfer of substantially all of company's assets associated with performance under this ip agreement.""]",Affiliate License-Licensee
"['the parties (including online bvi on behalf of the online group) agree to maintain records (i) of all information reasonably necessary to verify all calculations to be made under section 8.3.2, and (ii) supporting, verifying and necessary to demonstrate the calculation and collection of fees and/or revenue, as well as any deductions thereto, and payments made hereunder, including, without limitation, budgets, purchase orders, expense records, invoices, correspondence, banking and financial and other records pertaining to the determination of gross revenue, direct expenses and adjusted net revenue, during the term of this agreement and for a period of two (2) years following the expiration or termination hereof.', 'each party shall (i) immediately stop displaying, featuring, linking or in any other manner using the company-skype branded application (provided in the case of skype, other than the skype software in the company-skype branded application), company-skype toolbar, company-skype branded web site, company-skype branded content, any co-branded materials or any other intellectual property of the other parties (including, without limitation, intellectual property deemed to be owned by the other parties under section 4.2.3.2); (ii) return such materials directly to the other parties, or delete and overwrite any electronically stored copies of such materials within thirty (30) days from the date of termination of this agreement; (iii) within such thirty (30) day period, deliver to the other parties a certificate duly executed by its authorised officer certifying its compliance with the foregoing, and (iv) provide the other parties with such information and access to data and databases as may be necessary to permit such other parties to fulfil any contractual obligations by them to users of the company-skype branded application undertaken by such other parties prior to the time of termination.', 'the parties agree that notwithstanding any termination or expiration of this agreement, the rights and licenses granted to any company- skype branded customers prior to termination or expiration of this agreement pursuant to any eula shall continue during the 24 months after such termination or expiration for the sole purpose of permitting such users to continue to access and utilize the company-skype branded application and the company-skype toolbar, and so long as any gross revenue is received with respect to the company-skype branded application and/or the company-skype toolbar, the provisions of section 5 shall continue to be applicable after any termination or expiration.']",Post-Termination Services
"[""the company may terminate the executive's employment under this agreement with immediate effect without notice and with no liability to make any further payment to the executive (other than in respect of amounts accrued at the termination date) if in the reasonable opinion of the company the executive:<omitted>makes any statement or other form of communication that disparages or undermines the goodwill or reputation of any group company.""]",Non-Disparagement
['mbrk may terminate this agreement upon 60 days notice for a change of control subject to the fees outlined in paragraph (f) of this section 18.'],Change Of Control
"['notwithstanding the aforesaid, either party shall be entitled to assign, delegate, and/or subcontract its rights and obligation under this agreement, in whole or in part, to one or more of its affiliates on prior written notice to the other party.', 'for purposes of this agreement, any merger, consolidation, or change of corporate structure following which there is a change of control of kitov shall be considered as an assignment by kitov, allowing dexcel to terminate the agreement as heretofore provided.']",Anti-Assignment
"['section a.3 as a full service master distributor, distributor agrees to sign up a minimum of 10 new watchguard resellers in the territory within the initial term of the agreement.', 'during the term, distributor will make gross purchases in an amount at least equal to the cumulative guaranteed minimum purchase amounts through committed orders placed pursuant to paragraph 3.5 and calling for shipment on or before the dates set forth in exhibit a.', 'failure to make guaranteed minimum purchases. upon any failure by distributor to make gross purchases in sufficient amounts to meet or exceed the applicable cumulative guaranteed minimum purchases, wgt may, at its sole option and effective upon notice to distributor, terminate this agreement. distributor shall pay wgt fifty percent (50%) of the unpaid balance of cumulative guaranteed minimum purchase amounts as liquidated damages.']",Minimum Commitment
"[""during such audits, the auditing party shall have the right to take extracts and/or make copies of the audited party's records as it deems necessary"", ""not more than once per calendar quarter, each party or its independent auditor (who shall be a certified public accountant) shall have the right, on not less than fifteen (15) calendar days prior notice and not during the first twenty (20) days after the close of any fiscal quarter of the other parties, or within sixty (60) day of the close of such parties' respective fiscal years, to audit the books of account and records of any and all such parties. such audit shall be conducted at the premises where the audited party maintains consolidated books of account; provided however, that the auditing party may conduct all or any part of such audit at any of the audited party's premises where any relevant books of account and/or records are located"", 'the exercise by any party in whole or in part, at any time of the right to inspect and/or audit records and accounts or of any other right herein granted, or the acceptance by such party of any statement or statements or the receipt and/or deposit by such party, of any payment tendered by or on behalf of an audited party shall be without prejudice to any rights or remedies of the accepting party and such acceptance, receipt and/or deposit shall not preclude or prevent such accepting party from thereafter disputing the accuracy of any such statement or payment.', ""such audits shall be at the auditing party's cost, except that, subject to section 5.5, if an audit by an independent accounting firm establishes a deficiency of more than three percent (3%) between the amount shown to be due to the auditing party and the amount actually paid for the period being audited, all actual and reasonable costs and expenses incurred by the auditing party in connection with such audit shall be paid by the audited party, along with the amount of any deficiency, within five (5) business days."", 'each party shall cause any subsidiary or other affiliate (including, without limitation, a subsidiary or other affiliate of the online group or skype group, as applicable) to grant to the other party the audit rights granted hereunder with respect to such other party.']",Audit Rights
"['kitov shall provide dexcel with written purchase orders meeting the minimum order requirements and in a form reasonably acceptable to dexcel, and which shall specify at least the following: a description of the product ordered, the quantity ordered, the current supply price, and the required delivery date thereof, such required delivery date to be not less than one hundred and twenty (120) days from the purchase order placement date (one hundred and eighty (180) days before the anticipated supply commencement date and/or the launch of a new sku).', 'dexcel shall supply the product with at least **** percent (****%) of the shelf life upon delivery unless otherwise agreed by the parties.']",Minimum Commitment
"[""the parties will issue a joint press release promptly upon concluding advertising. this agreement, which press release shall be subject to the party's mutual approval, which shall in any event state that company is the exclusive provider on the acsi site of premium spoken-word audio product for download or streaming over the world wide web."", 'during the term, [***], acsi will not offer or sell through the acsi site, or authorize any third party to sell through the acsi site, any exclusive spoken-word audio products; [***].']",Exclusivity
"['if the agreement is terminated in years 2 or 3 by mbrk providing notice to dd within 60 days of the then current anniversary date of its intent not to renew, then mbrk will pay dd the end of agreement fee but no early termination fee.', 'upon termination or expiration of this agreement, if specifically requested by mbrk, dd shall provide originals or copies of such records to mbrk.']",Post-Termination Services
"['the distributor shall have thirty (30) days (the ""inspection period"") upon receipt of each shipment to inspect and test the products.']",Warranty Duration
"['customer grants to ibm:\n\n 1. an irrevocable, nonexclusive, worldwide, paid-up license to use, execute, reproduce, display, perform, distribute (internally and externally) copies of, and prepare derivative works based on type i materials; and 2. the right to authorize others to do any of the same.', ""ibm grants customer an irrevocable, nonexclusive, worldwide, paid-up license to use, execute, reproduce, display, perform, and distribute, within customer's enterprise only, copies of type ii materials.""]",Irrevocable Or Perpetual License
"['upon expiration of this agreement or termination by either party, power2ship may sell off any remaining inventory of the products or licensed software acquired prior to termination.']",Post-Termination Services
['owner may terminate this agreement at any time upon the occurrence of any of the following:<omitted>(b) an operator change of control;'],Change Of Control
"['licensee may extend the rights granted herein to register, import, export, store, handle, commercialize, promote, distribute and sell to its affiliates and to its distributors, provided that licensee shall first provide to licensor a written assurance from each of such affiliate or distributor to agree to be bound by, and to strictly comply with, all applicable terms, conditions, and obligations in this agreement towards licensor.']",Affiliate License-Licensee
"[""licensed users shall not challenge the validity of the licensed mark, nor shall licensed users challenge licensor's ownership of the licensed mark or the enforceability of licensor's rights therein.""]",Covenant Not To Sue
"[""distributor shall not be liable for any losses or damages incurred by vendor as a result of distributor's failure to meet its obligations under section 5.1 of this agreement."", 'neither party shall be liable to the other for lost profits or indirect, special consequential or punitive damages of any kind arising in connection with the manufacture, sale and distribution of the products, even if such party has been advised of the possibility of such damages.']",Cap On Liability
"['this agreement and the terms and provisions hereof are for the sole benefit of only those persons, except that (a) the representations, warranties, indemnities and agreements of the issuers contained in this agreement shall also be deemed to be for the benefit of the officers, directors and employees of the remarketing agent and the person or persons, if any, who control the remarketing agent within the meaning of section 15 of the securities act; and (b) any indemnity agreement of the remarketing agent contained in this agreement shall be deemed to be for the benefit of directors, trustees, officers and employees of the company, and the trust, and any person controlling the company or the trust within the meaning of section 15 of the securities act.']",Third Party Beneficiary
"[""sponsor hereby grants to sdbf a limited license to display sponsor's name, brand names, trademarks, service marks, logos and other identification in or on the promotional items, promotional materials prepared by sdbf with respect to the promotional items, and any advertisements or commercial messages to be furnished hereunder""]",License Grant
"['bachem hereby assigns, and agrees to assign, to magenta all of its right, title and interest to and in any magenta developed intellectual property, including all related intellectual property rights.', 'any invention (whether patentable or not), discoveries, improvements, works-of-authorship or other intellectual property made, conceived or reduced to practice by bachem in connection with its performance under this agreement or any project plan, which expressly excludes bachem intellectual property (""magenta developed intellectual property""), shall be exclusively owned by magenta.']",Ip Ownership Assignment
"['power2ship is advised to obtain and maintain property and casualty insurance for the equipment against all risks of loss or damage.', 'the amount of such insurance shall not be less than the replacement cost of the equipment.']",Insurance
"[""kallo shall permit agent or its designated agent(s) to inspect kallo's books upon agent's request at agent's expense during normal business hours of kallo."", ""kallo may directly, or through its agent at any time during normal business hours, upon no less than 10 business days' notice, and for any reason inspect such records and other financial information relevant to kallo mobile care suite of products as sold by agent to its end users, solely for the purpose of verifying amounts due under this agreement.""]",Audit Rights
"['neither party shall not be liable to the other for any damages, losses or expenses resulting from any termination or expiration of this agreement arising from any claims asserted which are based upon loss of goodwill, prospective profits or anticipated orders, or on account of any expenditures, investments, leases or commitments made by such party;', 'in no event shall either party be liable to the other party for any special, consequential or indirect damages, however caused.']",Cap On Liability
"[""purchaser allows sony to audit purchaser's manufacture and testing of sram products for purposes of determining the quality of those sram products that bear a marking which indicates a connection to sony from time to time upon reasonable request, subject to sony's execution of a standard purchaser confidentiality agreement""]",Audit Rights
"[""party a irrevocably undertakes that, without party b's consent, party a shall not conduct any other business or make any commercial arrangement, including without limitation being engaged in or otherwise participating in any commercial activities and businesses independently or together with any other person or entity, nor shall it carry out any activities that may be competitive with or cause adverse effect to party b's business."", 'party a irrevocably undertakes that it will make best efforts to assist and endeavor to achieve the exclusive operation of thecooperative business to the extent permitted by laws.', 'party a shall not establish any same or similar cooperative relationship with any third party in respect of such businesses nor shall it make any same or similar arrangement, unless with the prior written consent of party b.', 'party a irrevocably undertakes that party a will take party b as its exclusive and sole partner to provide the business consultancy and technical services as well as technical consultancy to party a and its subsidiaries']",Exclusivity
"['during the term of this agreement hci shall:<omitted>l) grant to mlx, to the extent that mlx requires access to hci logos and trademarks (collectively ""hci marks"") the use of certain hci marks as necessary for the purposes of fulfilling its obligations under this agreement.', 'during the term of this agreement mlx shall:<omitted>c) grant to hci, a non-exclusive and non-transferable right to use medialinx images and certain content contained in the healthyway web site (the ""sympatico content"") for the sole purpose of satisfying the requirements of this agreement. medialinx shall retain all right, title to and interest in the sympatico content;\n\nd) grant to hci, to the extent that hci requires access to mlx logos and trademarks (collectively ""mlx marks"") the use of certain mlx marks as necessary for the purposes of fulfilling its obligations under this agreement.']",License Grant
"[""certificate of insurance naming logan's as an additional insured."", 'supplemental coverage in excess of the five million dollars ($5,000,000.00)']",Insurance
"['lea shall keep such written records respecting cash sales as t&b may reasonably request so that royalty payments payable hereunder may be accurately determined and shall permit such records to be examined by t&b or its authorized representative upon reasonable prior written notice at any reasonable time during regular business hours to verify the records, reports and payments herein provided.']",Audit Rights
"['subject to the terms and conditions of this agreement and to non-exclusive license agreements executed prior to the effective date, jhu hereby grants to the company a non-exclusive, non-transferable license to make, have made, import, offer for sale and sell the licensed product(s) and the licensed service(s) in the united states and worldwide under the patent right(s) in the licensed field.']",License Grant
"['licensor reserves the right to terminate this agreement immediately upon written notice for any reason, including if the usage of the brand is not in compliance with the standards and policies.']",Termination For Convenience
"['for each month during the term, the company will pay cnet a minimum of [xxxx] in cash, plus [xxx] of cnet sales.']",Minimum Commitment
"[""ibm grants customer an irrevocable, nonexclusive, worldwide, paid-up license to use, execute, reproduce, display, and perform copies of such materials and distribute within customer's affiliates only.""]",Irrevocable Or Perpetual License
"['leadersonline agrees to purchase at least *** ($***) of such banners and newsletter ads in each calendar quarter after the<omitted>effective date (prorated for any partial quarters) until a total of $*** have been purchased, provided, the total dollar amount purchased by leadersonline in any calendar quarter shall not consist of greater than ***% (in dollars) of either banners or newsletter ads until a total of $*** has been purchased.', 'verticalnet agrees to guarantee that, during the initial term of this agreement, leadersonline shall earn leadersonline- verticalnet revenue of at least *** dollars ($***) (the ""guaranteed amount""), subject to the provisions of this section 6.5 [guaranteed revenues].', 'during the term of this agreement, leadersonline agrees to purchase from verticalnet banners and newsletter ads for a total price of at least *** ($***).']",Minimum Commitment
"[""in connection with the exercise of cht's rights under the escrow agreement, ehave hereby grants to cht a non- exclusive, non-transferable (except as set forth in section 20(f)), right and license to use and copy the materials deposited with the escrow agent, including the source code, its specifications and documentation, and any resulting corrections, repairs, translations, enhancements, and other derivative works and improvements made by cht, for the sole purposes of providing to cht the ability to operate, support and maintain, the ehave companion solution for its end users from time to time, until such time that cht is able to migrate off the ehave companion solution, but in any event not exceeding twelve months from the date of release of the materials from escrow."", 'the parties acknowledge and agree that a ""release condition"" for purposes of the escrow agreement shall be deemed to mean any one or more of the following listed events (in addition to any other event specified as a release condition under the escrow agreement): (i) ehave makes a general assignment for the benefit of creditors; (ii) ehave voluntarily institutes any bankruptcy, insolvency, reorganization, moratorium, arrangement, readjustment or debt, dissolution, liquidation or similar proceeding relating to it under the laws of any jurisdiction, or any such proceeding is instituted against ehave and is not dismissed within sixty (60) business days; or any judgment, writ, warrant or attachment or execution of similar process is issued or levied against a substantial part of ehave\'s property and remains unsatisfied for sixty (60) business days; or ehave applies for or consents to the appointment of any receiver, trustee or similar officer for it or for all or any substantial part of its property; or such receiver, trustee or similar officer is appointed without the consent of ehave; (iii) ehave consents to the filing of a petition of bankruptcy against it; (iv) a petition of bankruptcy is filed against ehave which is not discharged within sixty (60) days; (v) ehave becomes or is adjudicated by a court of competent jurisdiction as being bankrupt or insolvent or admits in writing its inability to pay its debts as they mature; ehave ceases doing business as a going concern; (vi) ehave undergoes a change of control or is a party to a merger or amalgamation; (vii) ehave takes steps to dissolve, liquidate, wind up or otherwise terminate its existence; (viii) ehave has terminated its provision of or ceased to provide the ehave companion solution or support services for a continuing period of fifteen (15) business days or more, except pursuant to the termination of this agreement by ehave in accordance with its rights contained hrein.', 'cht expressly agrees, however, that cht shall not exercise any of the foregoing right and license unless and until cht obtains such source code from the escrow agent.', 'upon release of the source code by the escrow agent to cht pursuant to the terms and conditions of the escrow agreement, ehave hereby warrants that such source code and other materials are and will be the then current version of the software as used by cht in its provision to end users of the eehave companion solution under the subscription agreements and that ehave shall throughout the term keep the source code so deposited with the escrow agent current by periodically submitting material updates to the escrow agent from time to time, as necessary.', 'concurrently with execution of this agreement or, at cht\'s option, as soon as practicable after the effective date but in no event later than cht\'s acceptance of and the launch of the ehave companion solution, cht and ehave shall enter into a source code escrow agreement with a reputable software escrow agent mutually acceptable to the parties (""escrow agent""), in or substantially in the form attached hereto as schedule ""7"", or otherwise in a form acceptable to the parties, acting reasonably, and to the escrow agent (the ""escrow agreement""), providing for the release of the source code for the software, as modified pursuant to section 3 and all necessary programming documentation, utilities and tools used by ehave to maintain the software and to compile the source code into object code (excluding third party utilities and tools licensed by ehave for which ehave has not been granted the right to sublicense or otherwise make available such utilities and tools to third parties without additional charge, but including such information as necessary for cht to obtain licenses to and obtain such third party utilities and tools), all in its then-existing form, to cht, in the certain circumstances expressly stated in section 12(b).']",Source Code Escrow
"['publishers grant to healthgate a perpetual, royalty-free licence to use the specification.']",Irrevocable Or Perpetual License
"['during the term of employment and for one (1) year thereafter, the executive will not directly or indirectly, either themselves or through others, encourage or solicit any employee of the company to leave the company for any reason. this obligation shall not affect any responsibility the executive has as an employee of the company with respect to the bona fide hiring and firing of company personnel.']",No-Solicit Of Employees
"['upon the termination of this agreement, the license granted in section 6.11(c) above shall convert to a perpetual, non-exclusive, royalty-free, non-transferable and non-assignable license (without the right to sublicense, except as specifically set forth in section 6.11(h) below) to use the additional roundup products formulation data to make, sell and offer for sale, in the included markets for each such additional roundup product, products comparable to such additional roundup products, and to the limited extent necessary, to register such products with federal, state or territorial government authorities (as may be required by law) in the united states and its territories.']",Irrevocable Or Perpetual License
"[""except in the case of (a) any breach of section 10 (confidentiality), (b) the parties' obligations under section 12 (indemnification), (c) a party's gross negligence or willful misconduct, or (d) liability arising from epidemic defects (which will be subject to the limitation set forth in section 11.2(d)), in no event will either party be liable under this agreement, regardless of the form of any claim or action (whether in contract, negligence, strict liability or otherwise), for any (i) indirect, punitive, incidental, reliance, special, exemplary or consequential damages, including, but not limited to, loss of business, revenues, profits or goodwill, or (ii) aggregate damages in excess of [***].""]",Uncapped Liability
"['surgical shall not assign this agreement or any of its rights or privileges without the prior written consent of imprimis, which consent imprimis may grant or withhold in its sole discretion.']",Anti-Assignment
"['developer hereby assigns and shall assign in the future to dss all rights it may acquire by operation of law or otherwise in the technology or improvements, along with the goodwill associated therewith.', ""subject to developer's expressly granted rights under this agreement, developer acknowledges and agrees that dss shall own all right, title, and interest in and to the technology, the improvements, its intellectual property, and all future derivative works derived therefrom or developed hereunder.""]",Ip Ownership Assignment
"['in the event of termination, neither party, their heirs nor successors shall issue any challenge whatsoever to contest the termination.']",Covenant Not To Sue
"[""subject to the terms and conditions of this agreement, licensor hereby grants to licensee, and licensee hereby accepts from licensor, a personal, non-exclusive, royalty-free right and license to use the licensed mark solely and exclusively as a component of licensee's own corporate name and in connection with marketing the investment management, investment consultation and investment advisory services that investment advisor may provide to licensee.""]",Non-Transferable License
['each party may also terminate the agreement for convenience after contract year 2<omitted>by providing written notice to the other party at least sixty (60) calendar days prior to the effective date of such termination'],Termination For Convenience
