clause_text,label
['hemispherx will have the option at any time to buy out this agreement.'],Liquidated Damages
"['distributor shall not dispute or contest for any reason whatsoever, directly or indirectly, during the term of this agreement and thereafter, the validity, ownership or enforceability of any of the trademarks of company, nor directly or indirectly attempt to acquire or damage the value of the goodwill associated with any of the trademarks of company, nor counsel, procure or assist any third party to do any of the foregoing', ""distributor will not institute any proceedings with respect to the trademarks of company either in distributor's own name or on behalf of company without express written permission of company.""]",Covenant Not To Sue
"['the dolphins shall, at its own expense, maintain in effect throughout the term of this agreement, comprehensive general liability insurance policies with carriers of recognized standing, with limits of liability of at least one million dollars ($1,000,000), governing any and all property damage and person injury (including death) arising out of activities covered by this agreement. hydron shall, at its own expense, maintain in effect throughout the term of this agreement, comprehensive general liability insurance policies with carriers of recognized standing, with limits of liability of at least one million dollars ($1,000,000), covering any and all property damage and personal injury (including death) arising out of activities covered by this\n\n\n\n\n\nagreement and shall obtain and maintain such additional insurance coverage as the dolphins shall reasonably require with respect to any sponsored events or similar activities.']",Insurance
"['isa shall not contest ownership by rubicon of any of the foregoing.', ""either party may terminate this agreement upon ten business day's notice to the other party in the event the other party contests or challenges to a material degree any of the other party's intellectual property rights referred to in sections 5.1, and 5.3, respectively."", 'rubicon shall not contest ownership by isa of any of the foregoing.']",Covenant Not To Sue
"[""such prices and volume discount prices shall only be subject to increase once per year on each anniversary date of this agreement, provided (i) company provides distributor with at least ninety (90) days prior written notice of any such increase, and (ii) such increase does not exceed 5% of the preceding year's prices, except for reasons of force majeure, (chapter 10), and volume discount prices nor the lowest price charged to others for the same product.""]",Most Favored Nation
"['under the terms and conditions of this agreement, votocast hereby grants to licensee a nonexclusive, nontransferable license, to access the services and provide licensee\'s users (""licensee users"") with access to the services.']",Non-Transferable License
"['in exchange for the marketing and selling of the products provided in section 3, vendor hereby agrees:<omitted>4.4. subject to section 4.5 of this agreement, for a period of twenty-four (24) months after the effective date, not to develop, manufacture, market, distribute, sell or supply anywhere in the world to any individual or entity a gaming chip-sorting machine for use in a casino; and']",Non-Compete
"[""provided however, this provision shall not apply in the event customer can establish, in writing, that it had a preexisting working relationship with such third-party prior to the agreement and without kubient's assistance. customer acknowledges that this provision is reasonable and necessary for the protection of kubient and that kubient will be irrevocably damaged if such covenant is not specifically enforced. customer further agrees that kubient will be entitled to seek injunctive relief for the purpose of restraining customer from violating this covenant (and no bond or other security shall be required in connection therewith) in addition to any other relief to which kubient may be entitled under the agreement.""]",Competitive Restriction Exception
"['in consideration for the rights, services and benefits granted by north hereunder, company agrees to pay north a non-refundable guaranteed service fee and marketing retainer (hereinafter referred to as ""guaranteed fee"") of fifty-five thousand dollars ($55,000usd) in contract year 2011 and seventy thousand dollars ($70,000usd) in contract year 2012.']",Minimum Commitment
"['the agent covenants and agrees that during the noncompetition period, the agent will not, nor will it permit any affiliate to, directly or indirectly, own, manage, operate or control, or participate in the ownership, management, operation or control of, or be connected with or have any interest in, as a shareholder, partner, creditor or otherwise, any competitive business; provided, however, this section 6.13(c) shall not apply to those actions of the agent or any affiliate (i) to the extent such actions are expressly contemplated by this agreement, for such term of this agreement; (ii) to the extent such actions relate to the products listed on exhibit d hereto in the countries listed therein, the products that the agent either owns, has contracted to purchase or entered into a letter of intent with respect to as of the effective date and such additional products as the parties may from time to time agree (the ""permitted products""); (iii) to the extent that the agent\'s interest in a competitive business, as a shareholder, partner, creditor or otherwise, is equal to or less than 5%; or (iv) to any separate agreement with monsanto with respect to transgenic technology sharing.', 'except as provided for in section 3.8, monsanto covenants and agrees that for the noncompetition period, monsanto will not, nor will it permit any affiliate to, directly or indirectly, own, manage, operate or control, or participate in the ownership, management, operation or control of, or be connected with or have any interest in, as a shareholder, partner, creditor or otherwise, any ""competitive business.""', 'notwithstanding the foregoing provisions of this section 6.13(c), the agent shall have the right to market and make sales of roundup products labeled for lawn and garden use to any business that markets and makes sales to lawn and garden channels in mexico regardless of whether that business also makes sales to the ag market in mexico, and such sales shall not constitute a violation of section 6.13(c) of this section 6.13(c).']",Competitive Restriction Exception
"[""the following acts constitute class d breaches.<omitted>10.4.11 in consideration of the fact that party b may have access to the relevant trade secrets of didi during the cooperation, party b or party b's any affiliate cooperates with any entity competitive with didi (including but not limited to meituan, car, yongche, izu, caocao, dida) in any form without prior written notice to and confirmation by didi; 10.4.12 party b introduces the entities competitive with didi (including but not limited to meituan, car, yongche, izu, caocao, dida) to driver users, and induces driver users to conduct activities directly competing or conflicting with didi;""]",Non-Compete
"['insurance policies purchased to comply with this article seven will be kept in force for at least […***…] after the last sale of licensed product.', 'the insurance will include coverage for product liability with a minimum of […***…] dollars ($[…***…]) per occurrence and [… ***…] dollars ($[…***…]) annual aggregate, coverage for contractual liability, clinical trials liability if any such trial is performed, bodily injury and property damage, including completed operations, personal injury, coverage for contractual employees, blanket contractual and products, and all other coverages standard for such policies.', 'the insurance will identify university indemnitees as additional insureds and will provide that the carrier will notify university in writing at least […***…] prior to cancellation, non-renewal, or material change in coverage. should artara fail to obtain replacement insurance providing comparable coverage within such […***…] period, university will have the right to termination this agreement effective as of the end of the […***…] period without notice or any additional cure period.', ""at university's request, such request to be made no more than annually, artara will provide university with a certificate of insurance and notices of subsequent renewals for its insurance and that of affiliates extended rights under this agreement and of sublicensees."", 'such insurance will additionally include errors and omissions insurance with a minimum of […***…] dollars ($[…***…]) per occurrence.', 'artara, affiliates, and sublicensees will obtain and maintain commercial general liability insurance with a reputable and financially secure insurance carrier prior to clinical testing, making, using, importing, offering to sell, or selling any licensed product or engaging in any other act involving any licensed product or the patent rights, if such act could possibly create risk of a claim against university indemnitees for personal injury or property damage.']",Insurance
"['except for damages for which a party is responsible pursuant to its indemnification obligations set forth in section 10 above, each party specifically disclaims all liability for and shall in no event be liable for any incidental, special, indirect or consequential damages, expenses, lost profits, lost savings, interruptions of business or other damages of any kind or character whatsoever arising out of or related to this agreement or resulting from the manufacture, handling. marketing, sale, distribution or use of licensed product regardless of the form of action, whether in contract, tort, strict liability or otherwise, even if such party was advised of the possibility of such damages']",Uncapped Liability
"['in addition to paying the product costs of manufacturer\'s products, manufacturer shall also pay to subcontractor the following royalty payments (each a ""royalty"" and collectively the ""royalties"") for each of manufacturer\'s product purchased under this agreement. royalties shall be paid 50% at time of shipping and the remaining balance of 50% due in 15-days after the manufacturer\'s products have shipped from the manufacturing facility.', ""for manufacturer's products that are rechargeable, manufacturer shall pay subcontractor a royalty equal to the higher of (i) one hundred percent (100.0%) of the product cost; and (ii) $100 per unit."", ""for manufacturer's products that are non-rechargeable, manufacturer shall pay subcontractor a royalty equal to the higher of (i) eighty percent (80.0%) of the product cost; and (ii) $80 per unit.""]",Revenue/Profit Sharing
"['upon the occurrence of any of the following, wgt may terminate the term by giving distributor written notice of such termination for:<omitted>(b) any material change in the general management, ownership or control of distributor, including without limitation the sale, transfer or relinquishment by distributor of any substantial interest in the ownership of the business to be carried on by distributor under this agreement, unless such change is approved in advance and in writing by an officer of wgt;']",Change Of Control
"['the benefits of the agreement shall inure to the respective successors and assignees of the parties and assigns and representatives, and the obligations and liabilities assumed in this agreement by the parties hereto shall be binding upon their respective successors and assigns; provided that the rights and obligations of utk under this agreement may not be assigned or delegated without the prior written consent of avdu and any such purported assignment shall be null and void.']",Anti-Assignment
"['should adma fail to supply a minimum of [***] batches of product (the ""minimum volume"") of product during the time period as specified in this amendment #3, adma agrees that sanofi pasteur shall be entitled to obtain from adma as liquidated damages, and not a penalty, amounting to $[***] ([***]) usd.', 'in addition to the minimum volume of product to be manufactured by adma, should adma deliver the minimum volume of product but fail to meet the updated supply plan as provided in exhibit a as attached hereto and made an integral part hereof, then it is agreed upon by the parties that adma shall pay to sanofi pasteur an amount equal to $[***] ([***]) usd for each batch of product that is less than the agreed upon quantity in exhibit a, as liquidated damages, and not as a penalty.']",Liquidated Damages
"[""about represents, warrants and covenants that<omitted>(v) about shall not (a) hold itself out as having any proprietary rights with respect to the ebix marks or (b) make any claim to ownership rights in the ebix marks or challenge the ebix marks or the registration thereof, or (c) attempt to register or cause to be registered the ebix marks or create or use or attempt to register or cause to be registered any marks or trade names that are confusingly similar to the ebix marks, or (d) use the ebix marks hereunder without ebix's approval of such use."", ""ebix represents, warrants and covenants that<omitted>(v)ebix shall not (a) hold itself out as having any proprietary rights with respect to the about marks or (b) make any claim to ownership rights in the about marks or challenge the about marks or the registration thereof, or (c) attempt to register or cause to be registered the about marks or create or use or attempt to register or cause to be registered any marks or trade names that are confusingly similar to the about marks, or (d) use the about marks hereunder without about's approval of such use.""]",Covenant Not To Sue
"['except for the transfer and assignment under this agreement, the depositor will not transfer or assign any depositor transferred property to another person or grant or allow a lien, other than a permitted lien, on an interest in any depositor transferred property.']",Non-Transferable License
"[""without limiting or qualifying the sponsor's liabilities, obligations, or indemnities, before the event, the sponsor will obtain, at its sole cost and expense, a comprehensive general liability insurance policy from a company acceptable to anthemic and authorized to do business in the state of illinois with limits of no less than $1,000,000.00 per occurrence and $2,000,000.00 as an annual aggregate. the insurance mentioned in the preceding sentence will name anthemic as additional insured. the sponsor will also maintain any statutorily required workers compensation insurance.""]",Insurance
"['any improvements that are neither xencor intellectual property nor bii intellectual property shall be defined as ""other improvements"" and shall be jointly owned by bii and xencor, with the parties entitled to practice the same as joint owners, without duty of accounting to the other party and with the right to license to others without consent of the other party.', 'each party agrees to assign and hereby assigns to the other party such right title and interest it may have in any other improvements as necessary to effect joint ownership of the other improvements by bii and xencor.', 'each party shall provide reasonable assistance for any action which may be necessary to assign or otherwise transfer such rights to other improvements to parties as joint owners']",Joint Ip Ownership
"['the following additional terms shall apply to eutectix\'s exercise of this option: (a) eutectix\'s option hereunder shall be exercisable by providing liquidmetal with written notice of its intention to exercise its chosen option no later than the effective date of termination. such notice shall include a description of the assets eutectix will purchase (the ""optioned assets""). (b) in the event that eutectix and liquidmetal cannot agree to a fair market value for the optioned assets, then the fair market value shall be determined by an independent third-party appraisal. eutectix and liquidmetal shall each select one independent, qualified appraiser, and the two so selected shall select a third appraiser, all three to independently from one another determine the fair market value of the optioned assets. the purchase price shall be the mean of the fair market values as determined by the three appraisers. (c) the closing for the purchase of the optioned assets will take place no later than sixty (60) days after the termination, unless the parties cannot agree on the price, in which case, closing will take place no later than sixty (60) days after the three independent appraisals have been received. eutectix will pay the purchase price in full at the closing. liquidmetal must sign all documents of assignment and transfer as are reasonably necessary for purchase of the optioned assets by liquidmetal. (d) in the event that eutectix does not exercise its right to purchase the optioned assets as set forth above, liquidmetal will be free to keep or to sell, after such termination to any third party, all of the optioned assets and shall be responsible for timely removing equipment not purchased by eutectix at liquidmetal\'s own expense. in the event liquidmetal fails to timely remove such optioned assets, in light of the periods for continued operation in section 5.4(b)(ii) and closing in section 5.5(c), eutectix may dispose of them, at liquidmetal\'s cost, with no liability to eutectix.', 'upon expiration or termination of this agreement for any reason, eutectix shall have the option to purchase some or all of the licensed equipment at fair market value, less any amounts owed to eutectix by liquidmetal, except the equipment listed under section 2.1(b) above.']",Rofr/Rofo/Rofn
"['reseller grants to touchstar a right and license to use the reseller marks in the preparation of the private label software.', 'upgrades and enhancements to the touchstar software or support services shall automatically be deemed included as touchstar software or support services, as applicable, unless touchstar notifies reseller otherwise.', 'touchstar hereby grants to reseller, with the additional right to grant to other resellers who or which enter into an other reseller agreement, the nontransferable and nonexclusive right and license to use one copy of the touchstar software as necessary to demonstrate the touchstar software to potential customers in the territory.']",License Grant
"['this agreement may be terminated by anixa, without cause, upon at least thirty (30) days written notice to ontochem.']",Termination For Convenience
"['during the second year of the sponsorship following the first anniversary of the commencement date, excite will deliver not less than [****] impressions on the excite site.', 'if excite fails to deliver the guaranteed number of impressions on the excite site during the second year, excite will use commercially reasonable efforts to ""make good"" the shortfall within [****] following the second year end.', 'if excite fails to deliver the guaranteed number of impressions on the excite site during the first year, excite will use commercially reasonable efforts to ""make good"" the shortfall.', 'during the first year of the sponsorship following the commencement date, excite will deliver not less than [****] impressions on the excite site.']",Minimum Commitment
"['this agreement may not be assigned, sold or transferred without the prior written consent of the other party.', 'notwithstanding the foregoing, rogers may, without consent, assign its rights and obligations under this agreement in whole or in part to: (i) a person that directly or indirectly controls, is controlled by or is under common control with rogers; or (ii) a purchaser of all or substantially all of the assets used in connection with the rod service. a change of control of rogers shall not be considered an assignment of this agreement.', 'any purported assignment, sale, or transfer in contravention of this section shall be null and void.']",Anti-Assignment
"['the investor acknowledges and agrees that if a maintenance event of default (as defined in section 10 below) has occurred and is continuing hereunder, the agent, for itself and on behalf of the lenders, shall have the non-exclusive right to\n\n\n\n\n\nobtain specific performance of the obligation of the investor to make the required capital contributions.']",Cap On Liability
"['upon any termination or expiration of this agreement, ekr shall promptly transfer the domain names back to ppi.', 'effective as of the agreement date, ppi hereby sells, transfers, conveys and assigns to ekr all right, title and interest in and to [**] (the ""transferred nda"").', 'upon termination of this agreement for any reason except as set forth in section 17.4 below (and, if applicable, in respect of that country in respect of which termination occurs):<omitted>(d) ekr shall assign to ppi free of charge any domain name registrations it has registered pursuant to section 8.5;', 'promptly after the agreement date, ppi shall provide ekr with copies of all agreements relating to the required studies and shall assign such agreements to ekr if and to the extent (i) such agreements are assignable in accordance with their terms and (ii) requested by ekr.', 'upon termination of this agreement for any reason except by ekr pursuant to section 16.1(a), ekr shall promptly transfer the transferred nda and related regulatory documentation to ppi in accordance with section 17.1(e).', 'on the effective date, ppi has transferred the domain names to ekr for use in connection with the exercise of the distribution rights.']",Ip Ownership Assignment
"['the supplier hereby grants to the distributor the non-exclusive right, in the territory, to use the trade marks in the promotion, advertisement and sale of the products, subject to, and for the duration of, this agreement.']",License Grant
"[""to the maximum extent permitted by applicable law, the exclusive remedy for breach of the warranty shall be, at staar's option, the repair or replacement, at staar's expense, of the non-conforming product; provided that distributor notifies staar of the non-conformity and returns the non-conforming product within the warranty period."", '. without limiting the generality of the foregoing, upon any termination of this agreement by either party in accordance with its terms (or otherwise), in no event shall staar be required to pay to distributor any ""good will"" or other payment of any nature or kind based on the sales, business development or other activities of distributor during the term of this agreement.', ""except for each party's confidentiality obligations set forth in section 12 and indemnification obligations set forth in this section 13, without limiting any right distributor may have under local statutes that cannot be excluded, restricted or modified, neither party shall be liable for any indirect, incidental, consequential, punitive or special damages, or for damages due to loss of profits, loss of business, loss of use or data, or interruption of business, even if such party has been advised of the possibility of such damages."", ""without limiting the above, and to the maximum extent permitted by applicable law, distributor's sole remedy in contract or in tort (including in negligence) and staar's liability shall be limited to the repair or replacement of any product which is returned to and found to be defective or non-conforming by staar.""]",Cap On Liability
"['except as otherwise provided herein, all the results of abg\'s provision of celebrity\'s services hereunder, including, but not limited to, materials (but in all cases specifically excluding the celebrity endorsement and the personality rights), will be deemed a ""work made for hire"" under the provisions of the united states copyright act (17 u.s.c. sec. 101) and will be owned by papa john\'s for all purposes.', ""if any materials created under this agreement are not legally capable of being a work-made-for-hire under the applicable copyright laws, then all right, title, and interest in such materials is hereby assigned to papa john's and celebrity or abg will execute any documents consistent herewith necessary to perfect such assignment.""]",Ip Ownership Assignment
"['except as set forth in sections 10.3 and 10.4, nothing in this agreement is intended to confer benefits, rights or remedies unto any person or entity other than the parties and their permitted successors and assigns.']",Third Party Beneficiary
"['impresse hereby grants to verticalnet a non-exclusive, non-transferable, royalty-free, right and license to link to the impresse area of the co-branded site.']",Non-Transferable License
"[""ntc will provide training to alfa aesar's personnel on alfa aesar's premises as reasonably necessary, but no less than once annually, at mutually agreed upon times and dates to provide alfa aesar's sales and service personnel with adequate knowledge with respect to the products.""]",Minimum Commitment
"['university hereby grants to artara an exclusive right of reference to all program regulatory filings by university in support of the product.', 'university hereby grants to artara an exclusive license to use the program data solely for the project and in regulatory filings in the field in the territory.']",Exclusivity
"[""except for each party's confidentiality obligations set forth in section 12 and indemnification obligations set forth in this section 13, without limiting any right distributor may have under local statutes that cannot be excluded, restricted or modified, neither party shall be liable for any indirect, incidental, consequential, punitive or special damages, or for damages due to loss of profits, loss of business, loss of use or data, or interruption of business, even if such party has been advised of the possibility of such damages.""]",Uncapped Liability
"['subject to the terms and conditions of this agreement, todos hereby grants the reseller a non-sublicensable, non-transferable, exclusive right to distribute and sell the products to customers in the territory; provided, however, that reseller may sub-license or transfer its distribution rights to a subsidiary or affiliate of the reseller.']",Exclusivity
"['subject to the terms and conditions of this agreement, cisco systems, inc. or its subsidiary licensing the software instead of cisco systems, inc. (""cisco""), grants to customer a nonexclusive and nontransferable license to use for customer\'s internal business purposes the software and the documentation for which customer has paid the required license fees.']",License Grant
"[""sekisui may terminate this agreement upon prior written notice<omitted>at any other time upon ninety (90) days' prior written notice of impending termination.""]",Termination For Convenience
"['aimmune shall procure and maintain insurance, including clinical trials insurance and product liability insurance, adequate to cover its obligations hereunder and which is consistent with normal business practices of prudent companies similarly situated at all times during which the product is being clinically tested in human subjects or commercially distributed or sold by aimmune pursuant to this agreement; provided, that any such clinical trials insurance coverage shall, prior to the first commercial sale of a product, in no event be less than [***] dollars ($[***]) per loss occurrence, and product liability insurance coverage shall, after such first commercial sale, in no event be less than [***] dollars ($[***]) per loss occurrence.', 'aimmune shall provide xencor with written evidence of such insurance prior to commencement of this agreement and upon expiration of any one coverage. aimmune shall provide xencor with written notice at least [***] ([***]) days prior to the cancellation, nonrenewal or material change in such insurance or self-insurance which materially adversely affects the rights of xencor hereunder.']",Insurance
"['the venture may acquire insurance on behalf of any member, employee, agent or other person engaged in the business interest of the venture against any liability asserted against them or incurred by them while acting in good faith on behalf of the venture.']",Insurance
"['neither party may assign the agreement without the written consent of the other party, which consent shall not be unreasonably withheld or delayed, except that either party may assign the agreement without obtaining the consent of the other party to an affiliate or successor by way of purchase, merger, consolidation or similar transaction, subject to the requirement that the agreement shall be binding and enforceable against any successor or assign.']",Anti-Assignment
"['inktomi, and inktomi hereby irrevocably assigns to microsoft an [*] interest therein.']",Ip Ownership Assignment
['microsoft may terminate this agreement at any time without cause upon [*] ([*]) days prior written notice.'],Termination For Convenience
"['in the event that a depomed supply failure occurs, notwithstanding its compliance with its obligations under section 6.1, to fulfill all orders for the product generated by king activities in a timely and efficient manner, upon written notice to depomed (a ""king manufacturing notice""), king shall have, and hereby grants king, exercisable only in accordance with the provisions hereof, the right, but not the obligation, to manufacture, or have manufactured, the product on behalf of depomed, at depomed\'s expense, including expenses related to the technical transfer of the product, and depomed will provide reasonable assistance to king in connection therewith, including by transferring or licensing to king all technology necessary or useful to give king the capability of manufacturing the product so that king can undertake manufacture of the product; provided, however, that depomed shall not be required to reimburse king for more than [***] percent ([***]%) of depomed\'s standard cost for such product.', 'except as set forth above, depomed shall be under no liability whatsoever to compensate king or make any other payment to king for any decision to recall, initiate a market withdrawal or take any other corrective action with respect to the product.', 'neither king nor depomed (which for the purposes of this section 11.2 shall include their respective affiliates, directors, officers, employees and agents) shall have any liability to the other for any punitive damages, special, incidental, consequential or indirect damages, relating to or arising from this agreement, even if such damages may have been foreseeable; provided that such limitation shall not apply in the case of fraud or willful misconduct.']",Cap On Liability
"['accordingly, neither you nor any immediate or remote successor to any part of your interest in this agreement, nor any individual, partnership, corporation, or other legal entity which directly or indirectly owns any interest in you shall not sell, encumber, assign, transfer, convey, pledge, merge, or give away any direct or indirect interest in this agreement, in you, or in all or substantially all of the assets of the franchised business.', 'any change in the control of you shall be deemed a transfer for purposes of this agreement.']",Change Of Control
"['sutro shall allocate its available components and manufacturing capacity to provide sutrovax with quantities of such product at least equal to the greater of (a) [***] of the amount of product (or products equivalent to product) that sutro allocates for itself and its affiliates (but in no event less than [***] liters of extract per month and the minimum allocation volume set out in schedule 1 of each custom reagent per month), provided that sutrovax demonstrates actual need for the applicable quantities of extract, and (b) the [***].']",Minimum Commitment
"[""in connection with the development, manufacture and commercialization of the product and fulfillment of pb's obligations hereunder, pb shall spend at least an amount equal to the amount of funding paid by sfj to pb pursuant to this section 4.2.""]",Minimum Commitment
"['we grant to you, upon the terms and conditions contained in this agreement, the exclusive right to establish and operate a franchised business and a license to use the methods, procedures and products developed by us in the business of selling and servicing unit franchises in the territory described on attachment a attached to this agreement and incorporated into this agreement by reference (the ""master territory"").', 'if we establish an intranet, you shall have the privilege to use the intranet, subject to your strict compliance with the standards and specifications, protocols and restrictions that we may establish from time to time.']",License Grant
"['healthgate hereby assigns all right, title and interest in and to the same to the publishers.', 'healthgate hereby assign all present and future copyright in the blackwell specification to the publishers.']",Ip Ownership Assignment
"['this agreement shall be binding upon the parties hereto and their respective successors and assigns; provided that this agreement may not be assigned, or otherwise transferred, in whole or in part, by either party without the prior written consent of the other party, which the other party will not unreasonably withhold, condition or delay; and provided further that (i) consent is not required for an assignment to an affiliate of agent and (ii) any reorganization, merger, consolidation, sale of assets or other form of business combination by agent shall not be deemed to constitute an assignment of this agreement.']",Anti-Assignment
"['the agreement is not assignable, including any assignment by operation of law (including but not limited to as a result of a merger or other corporate action), by either party without the prior written consent of the other party.', 'notwithstanding the foregoing, exxonmobil may assign this agreement to its affiliates and fce may assign this agreement to any of its wholly-owned and wholly-controlled affiliates, with prior written notice to the other party, provided that (i) such assignment by fce shall be void if at any point such affiliate ceases to be both wholly-owned and wholly- controlled by fce, (ii) article 12, including but not limited to paragraphs 12.03, 12.04 and 12.05, shall be applicable to both fce and any affiliate assignee of fce, and (iii) no assignment pursuant to this sentence will relieve the parties of their obligations under this agreement.']",Anti-Assignment
"['to the extent that excite@home elects in its sole discretion to purchase in excess of $***** in e-centive packages during any quarter, any such excess purchases shall constitute a credit which excite@home may apply against its minimum purchase obligations in any subsequent quarter(s).', ""throughput of all data being served directly to the end user shall be sustained at least 50kbits/sec as measured by excite@home's monitoring stations in at least 80% of all monitored cases."", 'notwithstanding the foregoing, excite@home agrees that emails shall be sent at least once per month to at least 50% of the program members with at least five (5) merchant offers.', 'excite@home will supply to application provider a minimum of ***** payment-eligible user data records for general program members containing all available information set forth in section 1(h) [definitions] in each quarter during the term of this agreement, beginning with the quarter in which the launch date (as hereinafter defined) falls, for a minimum of ***** of these general program member user data records during the term of this agreement.', 'the minimum of three offers per category must remain fresh; if more than one week has elapsed without new offers being available then a status message indicating no new offers in the category selected will appear.', ""excite@home will purchase in bulk a minimum of $3.75 million in e-centive packages from e-centives at the rate of $***** per e-centive delivered for the purpose of resale to excite@home's advertisers and partners. within 5 days of launch date excite@home will pay e-centives a non-refundable minimum of $***** and will continue to pay a minimum of $***** each quarter, payable at the beginning of the quarter, during the term of this agreement for such packages."", 'excite@home will supply to e-centives a minimum of ***** payment-eligible user data records for qualified program members containing all available information set forth in section 1(h) [definitions] in each quarter during the term of this agreement, beginning with the quarter in which the launch date (as hereinafter defined) falls, for a minimum of ***** of these qualified program member user data records during the term of this agreement.']",Minimum Commitment
"['customer agrees that it will not transfer or (unless expressly and specifically approved by kubient in advance and in writing) allow third-party access to the service', 'customer will not modify, translate, alter, tamper with, repair, or otherwise create derivative works of any software included in any service; reverse engineer, disassemble, or decompile any software or service or apply any other process or procedure to derive source code of any software included in any service; or resell, transfer, assign, or use as a service bureau any service', ""neither party may assign (voluntarily, by operation of law, or otherwise) this agreement or any rights or obligations under this agreement without the other party's prior written consent, which shall not be unreasonably withheld, provided however, that either party may assign this agreement without approval or consent to any affiliate or purchaser of all or substantially all of said party's assets related to the subject matter of this agreement or to any successor by way of merger, stock sale, consolidation or similar transaction. any attempted assignment other than in accordance herewith will be void.""]",Anti-Assignment
"['if the agreement is terminated during the initial term by paperexchange pursuant to section 8.2 [termination for cause], verticalnet shall pay to paperexchange, as liquidated damages, an amount equal to the product determined by multiplying (1) a fraction, the numerator of which shall be the number of days between the effective date of termination and the scheduled expiration date of the initial term, and the denominator of which shall be the number of days<omitted>between the effective date and the scheduled expiration date of the initial term, by (2) *****']",Liquidated Damages
"[""mediwound shall make such records and data available for vericel's review on vericel's reasonable request as mutually agreed by the parties."", 'mediwound shall use commercially reasonable efforts to procure the right for vericel to have the same inspection rights described in this section 3.4 at the premises of any such subcontractor, and if unable to procure such rights, shall carry out such audits itself and shall report its non-confidential findings to vericel.', 'vericel shall have the right from time to time during the term of this agreement, but not more than [***] (unless (i) otherwise agreed between the parties or (ii) if section 3.4(b) below applies) during normal business hours and upon not less than [***] prior notice (unless section 3.4(b)(iv) applies), to enter and inspect any facility and any related utilities and/or services used in manufacturing product in order to carry out a cgmp quality and compliance audit of those parts of the facility involved in or which could have any impact on manufacture of such product (including those used for storing, warehousing and/or testing and utilities), including for the purpose of confirming that no types of product which could reasonably be expected to impact the quality of the product are being manufactured on site in deviation of cgmp.', 'in addition to the rights set out in section 3.4(a), where (i) any audit carried out in accordance with this section 3.4 has identified any breach of this agreement, (ii) vericel has a reasonable basis to suspect a breach of this agreement, (iii) any previous audit carried out in accordance with this section 3.4 has identified any major or critical findings, or (iv) if such audit is in response to or following an audit from a regulatory agency, and such audit resulted in a 483 or equivalent citation, then vericel shall have the right to carry out, upon reasonable prior notice and during normal business hours, follow up compliance audit(s).']",Audit Rights
"[""inktomi will direct the escrow agent to release to microsoft all confidential materials held by the escrow agent, subject to microsoft's agreement to use such confidential materials only in connection with its licensed rights under clause (iv) above;""]",Source Code Escrow
"['in no event will either party be liable for<omitted>consequential, incidental, special, indirect, or exemplary damages arising out of this agreement, even if a party has been advised of the possibility of such damages, and under any cause of action, including negligence. these limitations shall apply notwithstanding any failure of essential purpose of any limited remedy.', ""mbe's sole remedy for correction of problems after acceptance shall be under the warranties set forth in section 11."", ""notwithstanding anything to the contrary in ----------------------- this agreement, in no event shall either party's liability under any provision of this agreement or otherwise arising out of or related to this agreement (other than payments due or accrued under section 8, exceed the amounts paid by mbe and the mbe centers to the company pursuant to this agreement."", 'this section 12 sets forth the sole and ---------------------------- exclusive liability of the company for infringement of third party intellectual property rights.', 'the parties further agree that neither party will be liable for any lost profits, for costs of procurement of substitute goods or services or for any claim or demand against a party by any other party.', ""the company's sole and exclusive liability and mbe's sole and -------- exclusive remedy for breach of the representations and warranties set forth in this section 11 shall be, at the company's election, to either (i) use its best efforts to make the service perform in accordance with the specifications in all material respects as soon as reasonably practicable, or (ii) return the fees paid by mbe and mbe centers for the service in which case mbe would have the right to either terminate the entire agreement or the portions of the agreement affected by breach of the representation and warranties."", 'in no event will either party be liable for\n\nsource: stamps.com inc, 10-q, 11/14/2000\n\n\n\n\n\nconsequential, incidental, special, indirect, or exemplary damages arising out of this agreement, even if a party has been advised of the possibility of such damages, and under any cause of action, including negligence. these limitations shall apply notwithstanding any failure of essential purpose of any limited remedy.']",Cap On Liability
"['the remarketing agent shall keep such books and records with respect to the performance of its duties hereunder as shall be consistent with prudent industry practice and shall, to the extent permitted by law, make such books and records available for inspection by the fund on reasonable notice during normal business hours.', 'any costs and expenses associated with such inspections shall be for the account of the party requesting such inspection.']",Audit Rights
