clause_text,label
"['webmd agrees to grant, and emdeon agrees to accept, a license to use the content (as defined below) in connection with various software products it has all right title and interest to (the ""software"") in accordance with the terms of this agreement.', 'emdeon is hereby granted a non-exclusive and worldwide right to use webmd\'s trademarks and logos (""marks"") for the purpose of identifying the origin of the content during the term of this agreement.', ""subject to emdeon's compliance with the provisions of this agreement, emdeon is hereby authorized and licensed to use the content by making such content available to third parties verbatim or as source material via the software."", 'such license is a non-exclusive, non-transferrable and worldwide license and shall include the right to use, reproduce, copy and publish the content solely in connection with the software.']",License Grant
"['in the event of the merger or consolidation of company with any other entity, pey dirt shall have the right to terminate the contract period by so notifying company in writing on or before sixty (60) days after pey dirt has received notice of such merger or consolidation.']",Change Of Control
"['subject to the terms and conditions herein set forth, the blue hills parties hereby appoint the agent as their exclusive financial advisor and conversion agent (i) to utilize its best efforts to solicit subscriptions for shares and to advise and assist the holding company and the bank with respect to the sale of the shares in the offering and (ii) to participate in the offering in the areas of market making and in syndicate formation or to act as sole book-running manager in the underwritten offering (if necessary).']",Exclusivity
"['verticalnet shall give reasonable advance notice to impresse of such audit and each audit shall be conducted in a manner that does not cause unreasonable disruption to the conduct of business by impresse.', ""during the term of this agreement and for one year thereafter, verticalnet shall have the right to appoint a certified public accountant to audit impresse's financial records relating to such payment to verify the accuracy of impresse's financial records in order to verify the amount of the payments owed and/or paid hereunder, but no more frequently than once per year.""]",Audit Rights
"['in consideration for the services provided by mmt hereunder, commencing with the first commercial sale of the product in the territory, mmt shall be entitled to retain a fee (the ""promotion fee"") of: (i) [***] of the yearly collected revenue of the product in the territory in each calendar year during the term if the aggregate net product sales amounts for such calendar year are equal to or below [***]; and (ii) [***] of the yearly collected revenue of the product in the territory in each calendar year during the term if the aggregate net product sales amounts for such calendar year exceed [***].', ""in satisfaction of mmt's rights to the promotion fee, mmt shall retain from each payment to siga of the quarterly collected revenue an amount equal to (i) [***] of the quarterly collected revenue in the territory during such calendar quarter so long as the total net product sales amounts in the territory during the relevant calendar year are equal to or below [***] and (ii) [***] of the quarterly collected revenue in the territory during such calendar quarter where the total net product sales amounts in the territory during the relevant calendar year exceeds [***] and (iii) any credit amounts."", 'if the net product sales amounts in the territory exceeds [***] during any calendar year after any quarterly payment has been made, mmt shall automatically accrue a credit of [***] (the ""credit amount"") (representing the additional [***] fee that mmt would be entitled to receive with respect to the first [***] of the quarterly collected revenue as a result of total net product sales amounts in the relevant calendar year having [***]), which credit amount will be deducted from future payments of quarterly collected revenue to siga until the full credit amount is retained by mmt.']",Revenue/Profit Sharing
"['the bsp will provide full comprehensive replacement insurance cover for all assets contained in the asset register (schedule a).', 'the bsp will provide documentary evidence to datec that such insurance is in place for the term of the agreement.']",Insurance
"['member covenants and agrees that during the post-term period (defined below), except as otherwise approved in writing by franchisor, member shall not, either directly or indirectly, own, manage, engage in, be employed by, advise, make loans to, consult for, or have any other interest in any competitive business that is, or intends to operate, within a three (3) mile radius of the premises of your franchised business or within a three (3) mile radius of any franchised business then-operating or under construction to operate under the system.', 'member covenants and agrees that during the term of the franchise agreement, except as otherwise approved in writing by franchisor, member shall not, either directly or indirectly, for itself, or through, on behalf of, or in conjunction with any person, persons, partnership, corporation, or entity: (i) own, manage, engage in, be employed by, advise, make loans to, consult for, rent or lease to, or have any other interest in business that (directly or indirectly) operates, or grants franchises or licenses to operate, a restaurant featuring pizza and related food specialties or that offers products or services substantially similar to those then offered by pizza fusions restaurants (""competitive business"");']",Non-Compete
"[""vendor hereby grants and promises to grant and have granted to at&t and its affiliates a royalty-free, nonexclusive, sublicensable, assignable, transferable, irrevocable, perpetual, world- wide license in and to any applicable intellectual property rights of vendor to use, copy, modify, distribute, display, perform, import, make, sell, offer to sell, and exploit (and have others do any of the foregoing on or for at&t's or any of its customers' behalf or benefit) any intellectual property rights of vendor or any third party that are not included in material or paid-for development but necessary to operate the cell sites or receive the full benefit of the work."", 'the sole exception to the foregoing reservation of rights is that at&t hereby grants vendor a limited, nonexclusive, non-transferable license (that shall automatically terminate upon the termination or expiration of this agreement), under any rights owned by at&t, to use the at&t provided items and paid- for development solely as instructed by at&t and to the extent necessary for vendor to perform its obligations under this agreement, subject further to the terms and conditions of this agreement.', ""at&t grants to vendor a license to access, use, and copy the at&t derived data, with no right to grant sublicenses, solely for the performance of vendor's obligations during the term of this agreement and solely in compliance with at&t's privacy policies, including obligations relating to customer information."", 'in no way expanding the foregoing license, said license in no manner permits vendor to (and vendor hereby promises not to without the explicit prior written and signed consent of at&t intellectual property, llc (""attip consent"")) make use of any at&t provided items, paid- for development or at&t intellectual property rights either for the benefit of any third party or other than as instructed in writing by at&t (at&t may be willing, in its sole discretion, to grant attip consent in exchange for appropriate additional compensation).']",License Grant
"['such warranty shall commence upon shipment to the end user.', 'distributor shall provide to its resellers, [*****] all warranty service for a minimum<omitted>of the warranty period set forth in the published product warranty provided with the original product.', 'during the cisco warranty period, distributor may return failed product to cisco for replacement.', ""warranty service will consist of software and hardware replacement service as follows:\n\n3.3.1 software service. distributor will use reasonable efforts to provide work\u200b around solutions or implement a cisco-provided patch. distributor will use reasonable effort to make latest release of all cisco software available to its resellers.\n\n3.3.2 hardware advance replacement. distributor will ship replacement parts and/or product to its resellers in accordance with cisco's then- current published product warranty applicable to the particular product.\n\n3.4 returns coordination. distributor will comply with the following: 3.4.1 distributor shall coordinate the return of all failed parts and/or product, freight and insurance prepaid, to the cisco repair center specified by cisco.\n\n3.4.2 distributor shall comply with the following rma procedure: 3.4.2.1 distributor will ensure all products are properly packaged prior to being shipped, and will include a written description of the failure and specification of any changes or alterations made to the product. product returned to cisco will conform in quantity and serial number to the rma request.\n\n3.4.2.2 distributor shall tag each product returned with the rma transaction number and a brief description of the problem.\n\n3.4.2.3 cisco will not accept any product returned which is not accompanied by an rma number.\n\n3.4.3 title and risk of loss to failed product and parts transfers to cisco upon delivery to the cisco repair center specified by cisco.\n\n3.5 reseller support. distributor will ensure reseller has all appropriate support as follows: 3.5.1 distributor shall provide competent technical support staff to support the product so as to ensure that the reseller is able to provide the necessary support to the end user reseller.\n\n3.5.2 reseller frontline support. distributor will use best efforts to ensure that its resellers provide high quality front-line support.\n\n3.5.3 [*****] cisco is not responsible for any claims arising from failure by distributor's resellers to provide this support.\n\n3.5.4 resale of cisco brand services. where available, distributor will offer for purchase by its resellers, all appropriate cisco brand support products through its normal products availability process."", 'in addition to the written limited warranty provided by cisco with its products, such warranty statement shall apply to distributor during the period between when it receives a product and when it resells or redistributes such product,']",Warranty Duration
"[""in no event will either party be liable to the other for special, incidental, or indirect damages or for any consequential damages (including lost profits or savings), even if they are informed of the possibility; provided that this section 10 does not apply to customer's failure to pay any amounts owing to ibm under this agreement (including amounts owing for services that would have been rendered but for customer's breach of this agreement).""]",Uncapped Liability
"[""subject to the terms and conditions of this agreement, the company hereby grants to allscripts and its affiliates a non- exclusive, royalty-free, irrevocable [***] non-transferable (except in accordance with section 28.4), sublicensable (through multiple levels of sublicensees), fully paid-up right and license under all of the company's intellectual property to, throughout the territory, access, use, reproduce, perform, display, modify, create derivative works of, transmit, demonstrate, test, operate, port, configure, distribute, and make available the installed software and subscription software services"", 'subject to the terms and conditions of this agreement, the company hereby grants to allscripts and its affiliates a non-exclusive, royalty- free, irrevocable [***] non-transferable (except in accordance with section 28.4), sublicensable (through multiple levels of sublicensees), fully paid- up right and license under all of the company\'s intellectual property to use the company\'s brands, trademarks, product and service names, logos and slogans (the ""company marks""), throughout the territory, solely in connection with the marketing, selling, or provision of the installed software and the subscription software services and merchant processing services permitted hereunder or to otherwise fulfill the terms of this agreement. [***].', ""subject to the terms and conditions of this agreement, allscripts hereby grants to the company a non-exclusive, royalty-free, irrevocable [***] non-transferable (except in accordance with section 28.4), fully paid-up right and license under all of allscripts' intellectual property to use the allscripts marks, throughout the territory, solely in connection with providing the installed software and subscription software services to sublicensed customers who have signed a customer agreement and to otherwise fulfill the terms of this agreement."", ""subject to the terms and conditions of this agreement, the company hereby grants to allscripts a non-exclusive, royalty-free, irrevocable , non-transferable (except in accordance with section 28.4), sublicensable (through multiple levels of sublicensees), fully paid-up right and license under all of the company's intellectual property to access, use, reproduce, perform, display, transmit, demonstrate, test, operate, port, configure, distribute, and make derivative works of the documentation, company marketing materials and allscripts marketing materials, in whole or in part, throughout the territory, for any purpose consistent with section 8.1, [***].""]",Irrevocable Or Perpetual License
"['producer further grants to convergtv the right and license to distribute and re-distribute, including relicensing or sublicensing, the program at such dates and times as are determined by convergtv in its sole discretion.', 'for the license term and within the licensed territory, producer hereby grants to convergtv a right and license to distribute the program, file or video listed on the deal terms above (the ""program"") consisting of<omitted>episodes (series) or<omitted>one-offs, for unlimited runs for the license term through convergtv channels and/or other distribution outlets, in accordance with the license rights.', '""licensed rights"" to convergtv and convergtv channels and/or distribution outlets x all, including but not limited to: xsimultaneous internet streaming x ott television x internet protocol television x radio, short wave, microwave, fiber optic x alternative, secondary and specialty distribution x stored as vod, content distribution networks/company servers x full television broadcast rights: x free: terrestrial, cable, satellite x pay: terrestrial, cable, satellite x direct satellite ip distribution systems', 'producer further grants to convergtv the right and license to create (re-edit), at its sole cost and expense, new and different versions of the program, create foreign language, subtitled or translated versions of the program as well as to create closed captioned versions of the program, including ntcs, pal, seacam standards, or other standards, including those yet to be developed.', 'the grant of rights and license pursuant to this section 1 shall include, but not be limited to, the right of convergtv to distribute and re-distribute all or any portions of the program and promotional works, including excerpts therefrom, and any new and different versions of the program, on simultaneous internet transmission or streaming, internet protocol television and any television networks and stations, and/or other distribution outlets, via domestic or foreign television signals, as well as through catv and dbs systems, satellite, microwave, fiber optic and/or other modes of distribution yet to be developed, but which may be utilized by convergtv in the future.', 'producer further grants to convergtv the right and license to utilize any and all footage from the program for promotional and marketing purposes related to the distribution of the program and for promotion of channels or other distribution methods.', 'producer further grants to convergtv the right and license to distribute the program on any convergtv channel, and/or other distribution outlets, that exists today or that is created or developed in the future and this right includes the right to distribute on any channels of a convergtv affiliate and/or other distribution outlets without limitation.']",License Grant
"[""the agent shall receive the following compensation for its services hereunder:<omitted>(b) a success fee upon completion of the offering of 1.125% of the aggregate purchase price of the common shares sold in the subscription offering and community offering excluding shares purchased by the bank's officers, directors, or employees (or members of their immediate family), any esop, tax-qualified or stock-based compensation plans (except iras) or similar plan created by the bank or the company for some or all of its directors or employees, or contributed to any charitable foundation established by the bank in connection with the conversion.""]",Revenue/Profit Sharing
"['consideration to provider\n\nseven hundred fifty thousand (750,000) shares of kingdom connect, inc. series a preferred stock.']",Revenue/Profit Sharing
"[""service provider shall provide and maintain excess liability insurance covering employer's liability, commercial general liability, and business automobile liability, in the amount of five million dollars ($5,000,000) combined single limit policy limit per occurrence and in the aggregate for bodily injury and property damage."", ""all policies of insurance referred to in this section 4.1 shall be endorsed: (i) to specify that they are primary to and not excess to or on a contributing basis with any insurance or self-insurance maintained by owner, owner and user (and their respective affiliates) or any subservice providers in respect of losses arising out of or in connection with the services; (ii) to include owner, owner, user and, upon user's request and if applicable, user's landlord, or a subsequent owner, tenant or subtenant of the premises as additional insureds; and (iii) contain a standard severability of interests clause."", ""service provider shall provide and maintain worker's compensation insurance as required by applicable law where the services are performed and employer's liability insurance with a limit of liability of one million dollars ($1,000,000) for each accident and in the aggregate."", 'within thirty (30) days after the effective date, service provider shall provide a certificate of insurance and thereafter shall maintain the following insurance during the term with insurance carriers reasonably acceptable to owner:\n\n(a) commercial general liability. service provider shall provide and maintain commercial general liability insurance with combined single policy limits not less than two million dollars ($2,000,000) for bodily injury or property damage for each occurrence and in the aggregate, including broad form contractual liability insurance, broad form property damage, personal injury, products and completed operations insurance.\n\n(b) automobile liability. service provider shall provide and maintain business auto liability insurance covering owned, non-owned and hired automobiles in the amount of one million dollars ($1,000,000) combined<omitted>single policy limit for bodily injury and property damage for each accident.']",Insurance
"['subject to the terms and conditions of this agreement: (a) i-escrow hereby grants to 2themart a non-exclusive, nontransferable right to use the i-escrow marks (including without limitation the domain name) in links to and advertisements and promotions for the co-branded pages or the services; and (b) 2themart hereby grants to i-escrow a non-exclusive, nontransferable right to use 2themart marks (including without limitation the domain name) on the co-branded pages, and for the performance of services.']",Non-Transferable License
"[""subject to the second sentence of this section 15.2.2, bioeq may notify licensee of its intent to terminate this agreement anytime within thirty ([***]) days following the end of any [***] ([***]) month time period starting [***] ([***]) months after the first commercial sale of the first [***] product in the field in the territory upon written notice to licensee, if licensee, with respect to its sales of licensed products in the field in the territory, has not achieved an average market share of at least [***] percent ([***]%) of the [***] (such market excluding for clarity in all cases [***]), calculated based on [***] in the field in the territory in the [***] ([***]) months prior to the end of such [***] ([***]) month time period (i.e., for example, in months [***] of the [***] after the first commercial sale of such [***] product) (minimum market share requirement); upon licensee's receipt of such notice from bioeq, if licensee does not achieve the minimum market share requirement, applied mutatis mutandis, during the subsequent [***] ([***]) months period following its receipt of such notice from bioeq (licensee cure period), bioeq may terminate this agreement upon written notice to licensee; provided further, that the termination right described in this section 15.2.2 shall apply only if [***], and provided further that such failure of licensee to achieve the minimum market share requirement (i) is not due to any [***] (including [***]); (ii) not due to any [***] bioeq's right to notify licensee of its intent to terminate this agreement in accordance with the first sentence of this section 15.2.2 shall apply only until [***] ([***]) days after the [***] ([***]) anniversary of the first commercial sale of the first [***] product in the field in the territory, after which bioeq shall have no further rights under this section 15.2.2."", 'in particular, licensee commits to:<omitted>(c) dedicate the minimum pre-launch and post-launch resources specified in section b of schedule 6.2(c) to its commercialization of the licensed products in the territory in accordance with the commercialization plan during each year ([***]) after the first commercial sale of any licensed product in the field in the territory until [***] (commercialization commitment period); provided that if licensee [***], then the commercialization commitments as set forth in section b of schedule 6.2(c) shall continue to apply except that the [***]. for clarity, after the expiration of the commercialization commitment period, licensee shall have no further obligation under this section 6.2(c).']",Minimum Commitment
"[""subject to the wind-down budget and payment of expenses, agent shall use the e-commerce platform in connection with the gob sale to fulfill customer orders made during the gob sale term and otherwise promote the gob sale (in agent's capacity as agent hereunder), provided that agent shall have the option, in its sole discretion, to terminate the use of the e-commerce platform at any time after four weeks of use.""]",Termination For Convenience
['imedicor will make its records available for audit purposes at any time by usa mco during regular business hours at the headquarters of imedicor.'],Audit Rights
"['at all times during the term and for six (6) months following the termination of this agreement, wyzz shall have the right, upon prior written request to nexstar, to review all of the books and records of nexstar relating to the bcf report and the distributions.']",Audit Rights
"['although excite will not be required to disclose any information in violation of any nondisclosure agreement between excite and any third party, the notice will include information sufficient to permit sponsor to evaluate the requirements for meeting the competing offer for retail music store sponsorship of the excite site and to formulate a meaningful response.', 'excite will offer sponsor the right of first refusal to negotiate with excite for renewal of this sponsorship.', 'notwithstanding the foregoing, excite may make available opportunities on the excite site to purchase music products from parties other than sponsor if such music products are not available from sponsor so long as, prior to entering into arrangements to make available opportunities to purchase music products from parties other than sponsor, excite notifies sponsor of its interest in the music products and gives sponsor thirty (30) days to make the desired music products available through the sponsor site.', 'commencing not later than [****] prior to the expiration of the term of the agreement, excite will negotiate with sponsor in good faith with respect to the terms and conditions under which this agreement would be renewed.', 'in the event that excite intends to enter into an agreement with a third party with respect to retail music store sponsorships of the excite site before the expiration of the term of the agreement, excite will deliver to sponsor a written notice describing the relevant opportunity.', 'excite will negotiate exclusively with sponsor for the next [****] in good faith effort to negotiate and execute a written sponsorship renewal agreement.', 'excite will not propose, solicit or negotiate offers from entities other than sponsor for any retail music store sponsorships of the excite site, if at all, until [****] prior to the expiration of the term of this agreement.', 'sponsor will have [****] after receipt of such written notice to provide notice to excite that it is prepared to enter into an agreement with excite on the same terms and conditions as excite proposes to accept from such third party.', 'if, [****] prior to the expiration of the term of the agreement, the parties have not entered into a written sponsorship renewal agreement. excite may enter into negotiations with any third party with respect to retail music store sponsorships of the excite site.', 'if sponsor rejects said offer or fails to notify excite of its acceptance within the [****] period, excite shall have the right thereafter to enter into the agreement with such third party, provided the terms and conditions of the agreement (if entered into within the subsequent ninety (90) days) are not less favorable to excite than previously offered by sponsor.']",Rofr/Rofo/Rofn
"['life technologies will be authorized to perform the professional component of all tests sold by the parties, although biocept may engage other groups in promotion, marketing and performance arrangements for the tests, at the discretion of biocept.']",Competitive Restriction Exception
"['in the event that the responsible party elects to abandon any applicable patent, the responsible party shall notify the review party in writing (such notice, an ""abandonment notice"") at least [***] ([***]) days prior to any filing or payment due date or any other due date that requires action to prevent loss of rights, and in the event that the review party provides the responsible party with written notice within [***] ([***]) days of receipt of the applicable abandonment notice, the review party shall thereafter have the right, [***], to conduct such filing, prosecution and maintenance for the applicable patent.']",Rofr/Rofo/Rofn
"['as consideration for the rights granted and the services to be rendered hereunder, the company hereby grants to nantz options (the ""options""), to purchase shares of the common stock of the company par value $.001 per share (the ""share""), which are exercisable as follows:']",Revenue/Profit Sharing
"['in consideration of the rights granted by individual hereunder, lifeway agrees to pay individual a royalty (the ""royalty"") equal to $0.02 for each lifeway product or individual item sold by lifeway during each calendar month of the term bearing individual\'s first name, last name or other identifying personal characteristics; provided, however, the royalty will cease being paid upon the death of individual.']",Revenue/Profit Sharing
"[""neither party shall be entitled to recover from the other party any special, incidental, consequential or punitive damages in connection with this agreement; provided however, that this section 10.5 shall not be construed to limit (a) either party's right to special, incidental or consequential damages for the other party's breach of article 8 or (b) either party's indemnification rights or obligations under article 11.""]",Uncapped Liability
"['customer may elect to terminate this agreement for any reason upon six months written notice to metavante, provided customer shall pay metavante the ""termination fee"" defined and computed in accordance with the table below.', 'the ""estimated remaining value"" means the mathematical product of (a) the average monthly fee paid by customer with respect to the initial services during the twelve (12) months immediately preceding the effective date of termination, multiplied by (b) the number of unexpired whole months remaining between the effective date of termination and the expiration of the initial term.', 'if the commencement date does not occur on or before such date (the ""scheduled conversion date"") solely as a result of metavante\'s failure to perform any of its obligations under this agreement or the conversion plan (including the satisfactory completion of the identified enhancements) and not as a result of any failure by customer or any third party, customer shall recover liquidated damages equal to the following:\n\n 1. metavante shall pay customer $10,000.00 for each month or portion thereof that metavante fails to have the commencement date occur on the scheduled conversion date provided that such amount shall be prorated for any partial month. metavante will establish a new scheduled conversion date if the above date is missed, subject to customer\'s approval, which shall not be unreasonably withheld.', 'the parties acknowledge that the foregoing payments constitute reasonable and commercial liquidated damages.', 'customer acknowledges that the termination fee is a reasonable approximation of such damages and shall be deemed to be liquidated damages and not a penalty.', 'the termination fee shall be an amount equal to a percentage of the estimated remaining value as set forth below.', 'for example, if the customer chose to terminate for convenience on an agreement with a commencement date of january 01, 2007 and provided written notice on july 15, 2009 for a termination date of january 15, 2010, the estimated remaining value would be the average monthly fee during 2009 multiplied by 47 and the termination fee would be the estimated remaining value.', 'if customer breaches the foregoing covenant, the same shall constitute a partial termination of this agreement, and customer shall pay metavante the termination fee for the affected service, as liquidated damages and not as a penalty.']",Liquidated Damages
"['w2e agrees not to engage in business dealings, discussions, or otherwise work directly with any third parties introduced to w2e through shbv, or to exploit any pre-existing relationship of shbv with any third party that has been represented to w2e by shbv, without the prior consent and/or direct participation of shbv.', 'shbv agrees not to engage in business dealings, discussions, or otherwise work directly with any third parties introduced to shbv through w2e, or to exploit any pre-existing relationship of w2e with any third party that has been represented to shbv by w2e, without the prior consent and/or direct participation of w2e.']",Non-Compete
"['distributor shall be entitled to advertise, promote, market or<omitted>solicit any customers that have a business presence outside the territory, except that distributor shall not conduct solicitation activities in any outside territory where hydraspin is bound to an exclusive distributor agreement with a third party, provided that hydraspin has notified distributor in writing of its arrangements with the other distributor and of the territory which is subject to exclusivity in favor of the other distributor.']",Competitive Restriction Exception
"['each party acknowledges and agrees that during the term, it shall maintain, through purchase or self- insurance, adequate insurance, including products liability coverage and comprehensive general liability insurance, adequate to cover its obligations under this agreement and which are consistent with normal business practices of prudent companies similarly situated.']",Insurance
"['in the event of any material change in the organization, ownership, management or control of the business of the agent, the company may, at its option, terminate this agreement upon giving written notice of termination to the agent.']",Change Of Control
"['as set forth in the exhibit, edge shall have the opportunity to review and inspect all elements of the work in a reasonable manner.']",Audit Rights
"['except as herein expressly provided, the respective rights and obligations of the consultant and the company under this agreement will not be assignable by either party without the written consent of the other party and will, subject to the foregoing, inure to the benefit of and be binding upon the consultant and the company and their permitted successors or assigns.']",Anti-Assignment
"['except as set forth in sections 10.3 and 10.4, nothing in this agreement is intended to confer benefits, rights or remedies unto any person or entity other than the parties and their permitted successors and assigns.']",Third Party Beneficiary
"['supplier hereby grants to bank of america a nonexclusive, fully paid, irrevocable, royalty-free, world-wide license to use, modify, copy, produce derivative works from, display, disclose to persons who have entered into a written agreement containing substantially the same confidentiality provisions as in this agreement for the purpose of maintaining the software for bank of america, and otherwise to utilize the software and the source code and other materials necessary to maintain and improve the software for use by bank of america, subject always to the limitations in this agreement on reproduction and use of the software.', 'in addition, bank of america may, at no additional charge other than the software license fees specified in each product license schedule, (i) install, use, execute and copy the software for any backup, archival and emergency purposes and any internal, non-production bank of america purpose including for test, development, and training; (ii) allow a third party outsourcer or service provider to install, use, execute and copy the software solely in connection with its provision of services to bank of america, provided that such use does not extend to providing services to others; and (iii) transfer the software to any other platform or installation site replacing that on which it was previously installed.', 'the licenses set forth above shall include the right to install, use, execute and copy the source code for test and development purposes.', 'supplier hereby grants bank of america a nonexclusive, worldwide, irrevocable, perpetual license to install, use, execute and copy the software described in each product license schedule as necessary to conduct bank of america business in accordance with the terms and restrictions of this section and any special terms and restrictions stated on the applicable product license schedule.', 'supplier hereby grants bank of america a nonexclusive, worldwide, irrevocable, perpetual license to: (a) any patents related to or necessary or desirable to use the software to the extent such patents are now held, licensed to or hereafter acquired by supplier, for the purpose of allowing bank of america and its affiliates and permitted assigns to install, copy, use, execute, modify, distribute (as necessary or useful for bank of america and its affiliates and permitted assigns to enjoy their rights as set forth in the agreement), make, have made, enhance, improve and alter the software (both in object code and source code form) as necessary to conduct bank of america business in accordance with the terms and restrictions or this section; (b) any copyrights now held, licensed to or hereafter acquired by supplier in the software for the purpose of allowing bank of america and its affiliates an permitted assigns to install, copy, use, execute, modify, distribute (as necessary or useful for bank of america and its affiliates and permitted assigns to enjoy their fights as set forth in the agreement, produce derivative works from and<omitted>display such software (both in object code and source code for ); any (c) other intellectual property rights or supplier in the software as are necessary or useful for bank of america, its affiliates and permitted assigns to install, copy, use, execute, modify, distribute, enhance, improve and alter and copy the software (both in object code and source code form) for the purpose of conducting bank of america business in accordance with the terms and restrictions of this section.', 'without limiting the foregoing, but subject to the restrictions set forth in section 2.5 hereof, bank of america may: (x) sublicense its rights granted herein to its third party contractors for the purpose of their performing services for bank of america and its affiliates (which services may include, without limitation, altering, modifying, enhancing and improving the software and creating derivatives to the software), provided that such third party contractors have entered into a written agreement containing commercially standard confidentiality provisions requiring them to maintain the source code to the licensed programs securely and in confidence (subject to commercially standard exceptions), prior to having access to the source code for the software: (y) sublicense its rights in the software excluding any rights in the source code, to its end user customers as necessary for bank of america to provide services to such end user customers; and (z) host the software on its systems (or allow a third party to host the software on its behalf) and make the software available for use by its end user customers through the internet or other similar means.', 'unless otherwise agreed in an order, supplier grants bank of america a perpetual, worldwide, irrevocable, nonexclusive royalty free license to any pre-existing ip embedded in the work product, which shall permit bank of america and any transferee or sublicensee of bank of america, subject to the restrictions in this agreement, to make, use, import, reproduce, display, distribute, make derivative works and modify such pre-existing ip as necessary or desirable for the use of the work product.']",License Grant
"['during the term of this agreement, distributor shall afford to hydraspin and its authorized representatives full access at all reasonable times and upon reasonable prior notice, to all such books and records with respect to the products.']",Audit Rights
"['neither party shall solicit the employees of the other party for employment during the term of this agreement, for any reason.', 'the foregoing shall not preclude either party from employing any such employee (a) who seeks employment with the other party in response to any general advertisement or solicitation that is not specifically directed towards employees of such party or (b) who contacts the other party on his or her own initiative without any direct or indirect solicitation by such party.']",No-Solicit Of Employees
"['during the term of this agreement, and for a period of two (2) years thereafter, aucta shall not research, develop, manufacture, file, sell, market, or distribute more than two products containing the active ingredient lamotrigine; nor will aucta directly or indirectly assist any other person or entity in carrying or any such activities.']",Volume Restriction
"['such insurance requirements shall be maintained during the term and shall continue for a minimum of three years following termination of this agreement.', 'during the term of this agreement, and for a period of twenty four (24)months after termination (the ""withholding period""), contractor may retain monies (collections in accounts receivable) against any reasonable anticipated deductions for product recalls, unsalables, rebates, allowances or any audits or other adjustments it deems necessary.', ""after the withholding period, company will remain liable to contractor for any additional audits, deductions, rebates, credits, allowances or other adjustments taken by the customers against the company's products.""]",Post-Termination Services
"[""in order to verify statements issued by msl and subsidiaries of msl and compliance with the terms and conditions of this attachment 6, ibm or ms may, at ibm's or ms's sole discretion, cause (i) an audit to be made of msl's and/or msl's subsidiaries' books and records and/or (ii) an inspection to be made of those portions of msl's and/or msl's subsidiaries' facilities and procedures reasonably necessary to verify such compliance. except as otherwise provided in the agreement, any audit and/or inspection shall be conducted during regular business hours at msl's and/or msl's subsidiaries' facilities, with at least forty-five (45) calendar days prior written notice. any audit and/or inspection shall be conducted (other than on a contingent fee basis) by an independent certified public accountant which is either (1) jointly selected by msl and ibm (or ms, as applicable), (2) has been agreed to by the parties for any prior audit of any msl/ibm (or ms, as applicable) license or agreement, or (3) has been agreed to by ibm and ms for any prior audit of any ibm/ms license or agreement."", ""msl will permit ibm personnel full, free and safe access to msl's facilities, during normal business hours, after reasonable notice, for the purpose of inspection and inventory as ibm deems necessary."", 'ibm shall have the right at all reasonable times to audit and inspect the consigned products.', 'ibm shall advise msl [*] days in advance of the scope and method by which such audits are to be conducted. msl will be given the opportunity to comment upon these procedures prior to the audit taking place.', ""ibm may perform process audits at msl's or an msl related company's work center or msl's subcontractors' facilities to assure that identified ibm specifications have been complied with."", 'in no event shall audits be made more frequently than semiannually unless the immediately preceding audit disclosed a material discrepancy.', ""provide access to msl's premises during normal business hours (with prior notice of at least 48 hours) to inspection teams sent on behalf of ms and/or ibm if ms or ibm has reason to believe that msl may be in violation of this attachment 6, in order that such team may perform an inspection of the msl's procedures to determine compliance with the terms of this attachment 6;"", 'msl will be required to respond in writing to ibm on the completion status of all actions and or requirements identified in the audit report within [*] days of receipt of the audit report.', 'ibm may regularly monitor, inspect and/or audit any software installation location utilized or planned to be utilized hereunder pursuant to section 7.0 of the outsourcing base agreement.', ""msl agrees to provide the audit or inspection team reasonable access to the relevant msl's and/or msl's subsidiaries' records and facilities for the purpose of performing the audit."", ""ibm shall have the option to monitor, inspect, audit and take other necessary actions in order to comply with ibm's requirements to ms regarding any of ms's code, or documentation, used hereunder."", 'upon completion of all audits performed, ibm will provide written documentation to msl of the audit results in the form of an audit report.', 'any audit must be initiated within [*] years after termination or expiration of this attachment 6, the agreement, or of the ms license, whichever occurs last.', ""msl's compliance with such processes will be subject to audit by ibm and/or ms as provided herein in this attachment 6 and in the agreement;""]",Audit Rights
"['bioamber hereby grants cargill, and cargill hereby accepts, an exclusive, worldwide, royalty-free license with an unlimited right to sublicense under and to bioamber improvements for use outside the field during the term of this development agreement.', 'in the event cargill (i) is unable to achieve a given milestone described in section 2.3 by the target date, or (ii) terminates this agreement pursuant to section 10.2, bioamber shall have the option to obtain a license during the term of this development agreement to the patent applications and patents listed in exhibit b (including any continuations, continued prosecutions, continuations- in-part, reissues, reexaminations, divisions or substitutions thereof) (collectively ""licensed patents""), the tool kit listed in exhibit c (""licensed tool kit""), and cargill improvements if any (as defined in section 5.2 below), for research use only and for additional monetary consideration (""research license"").', 'cargill shall also grant a commercial license to bioamber for cargill improvements and joint improvements under the terms and conditions of exhibit d.', 'cargill hereby grants bioamber, and bioamber hereby accepts, an exclusive, royalty-free license to cargill improvements and joint improvements for use in the field during the term of this development agreement with a reservation of right for cargill to practice such cargill improvements and joint improvements for use in the field of succinic acid and salts thereof during the term of this development agreement.']",License Grant
