clause_text,label
"[""except as provided in paragraph 15, wgt's liability(whether in contract, warranty, tort (including negligence whether active, passive, imputed), product liability, strict liability or other theory) under this agreement or with regard to any product or other items furnished under this agreement will in no event exceed the compensation paid to wgt concerning such product under this agreement.""]",Uncapped Liability
"['the warranties of wgt and the remedies of distributor set forth in pargraphs 14 and 15 are exclusive and in substitution for, and distributor hereby waives, releases and disclaims.', 'in no event will wgt be liable, whether in contract, warranty, tort (including negligence (whether active, passive or imputed), product liability, strict liability or other theory), to distributor or to any reseller of distributor, end-user or other person or entity for cost of cover or for any indirect, incidental, special or consequential damages (including without limitation damages for loss of profit, business or data) arising out of its performance or nonperformance of this agreement or the use of, inabiilty to use or results of use of the product.', ""except as provided in paragraph 15, wgt's liability(whether in contract, warranty, tort (including negligence whether active, passive, imputed), product liability, strict liability or other theory) under this agreement or with regard to any product or other items furnished under this agreement will in no event exceed the compensation paid to wgt concerning such product under this agreement.""]",Cap On Liability
"[""therefore, the parties have agreed upon the above payment of liquidated damages in lieu of wgt's claim for actual damages from such breach."", 'distributor shall pay wgt fifty percent (50%) of the unpaid balance of cumulative guaranteed minimum purchase amounts as liquidated damages.']",Liquidated Damages
"[""in order to receive the remedy provided for hereunder, distributor shall\n\n\n\n\n\n deliver to wgt a sample of the product which distributor finds to be defective in workmanship or materials, or damaged in shipment prior to distributor assuming the risk of loss or damage , along with a written explanation of the alleged defect within thirty (30) days from the later of distributor's initial receipt of such product from wgt or from the delivery of such product to an end-user.""]",Warranty Duration
"[""distributor will not register, attempt to register or assist anyone else to register, directly or indirectly, the trademarks or any copyright or other proprietary rights associated with the product in the territory or elsewhere other than in the name of wgt, without wgt's prior written consent.""]",Covenant Not To Sue
"['during the term of this agreement and for a period of two (2) years after the termination hereof for any reason, distributor will not market, or attempt to market, a computer program which competes in any way with the products in the areas of consolidation, financial information, financial transaction processing, reporting, data collection, or modeling, including but not limited to the use of personal computers, nor which competes with any modification, alteration or enhancement to the products which is developed during the term of this agreement.']",Non-Compete
"['upon the terms and subject to the conditions of this agreement, developer hereby grants to distributor an exclusive, non-transferable fight and license to market and distribute the products in the territory.']",Exclusivity
"[""if this agreement is terminated for any reason, developer shall have the option, but not the obligation to<omitted>assume at no cost to developer, any or all of distributor's third party agreements (including end-user agreements) relating to the products and to receive any and all fees therefrom.""]",Rofr/Rofo/Rofn
"['this agreement is not assignable by either party hereto without the prior written consent of the other, except that this agreement shall be assignable by developer to an affiliated entity or upon the sale of the fight to license and sublicense the products to the purchaser of said right.']",Anti-Assignment
"['software license fees associated with software license agreements in which the sales cycle begins on or after may 1, 1994 (hereinafter ""new software license agreements"") for product sites located in the territory, shall be allocated and distributed as follows:\n\n gross software revenue generated % to distributor -------------------------------- ---------------- per annum july 1- june 30\n\n us$o -- $999,999 40% us$1,o00,000 + 50%', 'license renewal and maintenance fees will be split eveniy with 50% distributed to developer and 50% distributed to distributor, also subject to paragraph 4 of this section 2.3.']",Revenue/Profit Sharing
"[""developer may cancel this agreement if the total gross annual software revenue does not meet developer's revenue forecast for the distributor, such cancellation to be eftected by written notice delivered to distributor not later than 30 days after any developer's fiscal year end (june 30).""]",Minimum Commitment
"['upon the terms and subject to the conditions of this agreement, developer hereby grants to distributor an exclusive, non-transferable fight and license to market and distribute the products in the territory.']",License Grant
"['upon the terms and subject to the conditions of this agreement, developer hereby grants to distributor an exclusive, non-transferable fight and license to market and distribute the products in the territory.']",Non-Transferable License
['distributor may continue running the products solely for purposes of providing maintenance to end-users granted licenses pursuant to an end-user license agreement prior to termination.'],Post-Termination Services
"[""upon reasonable notice to distributor, distributor shall make such books and records available to developer, at distributor's place of business during normal business hours, to audit the payments being made by distributor hereunder.""]",Audit Rights
"['in no event shall developer be liable for any loss of profit or any other commercial damage, including but not limited to special, incidental, consequential or other indirect damages under any cause of action arising out of or relating to this agreement, including, without limitation, claims arising from malfunction or defects in the products.', ""developer's maximum liability hereunder is expressly limited to the lesser of: the amount paid under this agreement by distributor to developer within the six (6) month period immediately preceding the cause giving rise to the claim; or five hundred thousand dollars ($5oo,000).""]",Cap On Liability
"['for ninety (90) days after delivery of a product to distributor, developer warrants that media upon which the products are delivered shall be of good quality and workmanship.']",Warranty Duration
"['sierra hereby appoints envision as its exclusive distributor for the product in any blend with krill oil within the territory subject to envision fulfilling the terms and conditions of the best efforts marketing requirements set forth herein in sections 4, 5, and 9.', ""sierra hereby grants envision an exclusive, royalty-free sub-license of the product's future patents, and patent applications to distribute, sell and market the finished product."", ""sierra shall cease making sales to any customer or distributor who, during the term of this agreement, violates envision's exclusivity."", 'during the term of this agreement, envision will exclusively purchase the product from sierra.']",Exclusivity
"['upon termination, envision shall have eighteen (18) months to exhaust any inventories, packaging and advertising materials bearing the ""sierrasil"" trademark and sierra shall have first option to buy back any inventory at envision\'s net purchase price.']",Rofr/Rofo/Rofn
"['any other assignment by the parties, requires the prior written consent of the other party.']",Anti-Assignment
['envision will provide sierra with demand projections for the product and sierra will produce enough product to meet such demand projections.'],Minimum Commitment
"[""sierra hereby grants envision an exclusive, royalty-free sub-license of the product's future patents, and patent applications to distribute, sell and market the finished product."", 'this agreement grants envision a non-exclusive and non-royalty bearing license to use the mark ""sierrasil"".']",License Grant
"['upon termination, envision shall have eighteen (18) months to exhaust any inventories, packaging and advertising materials bearing the ""sierrasil"" trademark and sierra shall have first option to buy back any inventory at envision\'s net purchase pric']",Post-Termination Services
"['envision warrants that it carries general liability insurance of $1 million per occurrence and product liability insurance of not less than $2 million per occurrence and that, upon execution of this agreement, it will name sierra as an additional insured on such policies.', 'sierra warrants that it carries general liability insurance of not less than $2 million per occurrence and product liability insurance of not less than $5 million per occurrence and that, upon the execution of this agreement, it will name envision as an additional insured on such policies.']",Insurance
"['the distributors will not develop, manufacture or sell any equipment or service, which in any way can be considered to be competitive to the equipment or service offered by lucid to the distributor as product.']",Non-Compete
"['the distributor is appointed as an exclusive distributor within the following territories: [*].', 'lucid appoints the distributor and the distributor accepts appointment as an exclusive authorized lucid distributor.']",Exclusivity
['either party may terminate this agreement by providing ninety days written notice.'],Termination For Convenience
"['in addition, lucid may terminate this agreement by giving the distributor written notice if there is any change of control, ownership or management of the distributor.']",Change Of Control
"['the distributor agrees to purchase from lucid minimum agreed quantity of product in the first, second and third years of the agreement, excluding demonstration product.', 'the distributor will employ as a minimum one full-time lucid dedicated product manager sales professional, giving one hundred per cent of their time to the promotion and sale of lucid products.']",Minimum Commitment
"[""lucid agrees that the distributor may use the appropriate trademarks to promote the sale of products in the territory. such use is only with lucid's permission and must be related to the sale of lucid products.""]",License Grant
"[""lucid will not have any liability or responsibility to distributor or any other person or entity for any consequential, indirect, special, punitive or incidental damages or lost profits, whether foreseeable or unforeseeable, based on\n\n\n\n\n\n claims of distributor or distributor's customers (including but not limited to, claims for loss of data, goodwill, profits, use of money or use of product, interruption in use or availability of data stoppage or other work or impairment or assets) arising out of breach or failure of express or implied warranty, breach of contract, misrepresentation, negligence, strict liability in tort or otherwise, except only in the case of death or personal injury where and to the extent that applicable law requires such liability."", 'if this agreement is terminated lucid shall not be liable for any incidental, indirect; special punitive of consequential damages of any kind, including any perceived or real market development costs.', 'in no event will the aggregate liability incurred by lucid in any action or proceeding exceed the total amount actually paid to lucid by distributor for the purchase of the products that actually caused the damage or loss.', ""if lucid accepts distributor's order and fails to deliver ordered products, distributors sole remedy will be limited to refund of money paid to lucid for any undelivered products.""]",Cap On Liability
"[""company hereby appoints distributor as company's exclusive distributor within the market and grants to distributor the exclusive right to sell and distribute products within the market, and distributor hereby accepts such appointment and such grant, in accordance with the terms and conditions of this agreement."", 'the distributor shall not order or purchase products from any source other than the company.', 'the company appoints the distributor as an exclusive distributor of products in the market, subject to the terms and conditions of this agreement.']",Exclusivity
"['distributor further agrees that it will not interfere with or otherwise disrupt the business relations between the company or nay of its affiliates and any of their current or prospective customers, suppliers or distributors, during the<omitted>term of the agreement and for a period of eighteen\n\n\n\n\n\n (18) months thereafter, nor will distributor solicit any customer or potential customer of company to purchase a competitive product during that period.']",No-Solicit Of Customers
"['during the term of this agreement and for a period of twelve (12) months thereafter, the distributor (on behalf of itself, each of its affiliates and each of their respective representatives) agrees that it will not directly or indirectly solicit or hire any executive, managerial or technical employee of the company or any of its affiliates.']",No-Solicit Of Employees
"['if distributor does not exercise its option as herein provided, company may distribute the other products or devices within the market itself or through other distributors.', ""distributor shall exercise its option to become exclusive distributor of other products or devices by serving written notification on company of its election to become exclusive distributor within thirty (30) days upon which company informed distributor in writing of company's intention to introduce other products or devices."", 'should company introduce other products or devices as contemplated by recital paragraph ""a"", distributor shall have the option of becoming company\'s exclusive distributor of such other products or devices within the market.']",Rofr/Rofo/Rofn
"['in the event either party (a) becomes adjudicated insolvent, (b) discontinues its business, (c) has voluntary of involuntary bankruptcy proceedings instituted against it, or (d) makes an assignment for the benefit of creditors, the other party shall be entitled to terminate this agreement effective immediately upon written notice.', 'no assignment of this agreement or any right accruing hereunder shall be made by the distributor in whole or in part, without the prior written consent of the company, which consent shall not be unreasonably withheld.']",Anti-Assignment
"[""the company also reserves the right to increase or decrease the price per unit based on company wide changes in unit prices to all distributors of the company, provided however, that any price changes, other than those based on the cpi, shall be uniformly applied to all distributors of the products and shall reasonably applied to all distributors of the products and shall reasonably reflect company's costs of manufacturing the products and/or market demand for the products, provided further than any increase in price based upon market demand shall not be so great as to deprive distributor of its normal and customary profit margin."", 'the prices set forth in section 2.4(a) shall be subject to adjustment annually on the first day of each product year beginning in the calendar year 2000 and on the first day of each succeeding product year for the remainder of the term and all renewals of this agreement in proportion to the increase or decrease in the consumer price index (cpi) as compared to the cpi as it existed on the first day of the term of this agreement.']",Price Restrictions
"['a minimum of a $250,000.00 purchase order must be received by company by the first of each month for a total (12) month period.', 'in order to maintain the exclusive rights to sell, lease, distribute and service products in the market, the distributor must use all commercially reasonably efforts to purchase for sale to subdistributors the following minimum quantities of the products from the company:\n\n on the commencement of the term distributor will issue to the company an irrevocable letter of credit (""lc"") in the amount of five hundred thousand dollars ($500,000), the form of which is attached hereto as exhibit a and incorporated herein by reference.', ""company's representatives will make themselves available three days per month in the first product year to consult with and train distributor."", ""if the distributor shall fail to purchase the minimum number of units in any year, the distributor's exclusive rights to sell and distribute the product in the market, may at company's sole option, be reevaluated."", '(a) 375 units in the first product year (1999)\n\n (b) 750 units in the next succeeding product year; (2000)\n\n (c) 937 units in the next succeeding product year; (2001)\n\n (d) 1,171 units in the next succeeding product year; (2002)\n\n (e) 1,463 units in the next succeeding product year; (2003)\n\n (f) 1,828 units in the next succeeding product year; (2004)\n\n (g) 2,285 units in the next succeeding product year; (2005)\n\n (h) 2,856 unit each in the lat three years of the initial term of this agreement and any renewals thereof.']",Minimum Commitment
"[""company hereby appoints distributor as company's exclusive distributor within the market and grants to distributor the exclusive right to sell and distribute products within the market, and distributor hereby accepts such appointment and such grant, in accordance with the terms and conditions of this agreement."", 'the company hereby grants the distributor the right to do business and use the name ""electric city of illinois"" or a similar variation thereof (collectively the ""names"") for use under this agreement.']",License Grant
"['following expiration or termination of this agreement, the distributor may continue to sell any products in the market which are in its inventory<omitted>and which the company has not repurchased.', 'upon the expiration or termination of this agreement, pursuant to section 4.1 or 4.2 hereof, the company may, at its option to be exercised within 30 days of the date of the termination of this agreement, and in its sole discretion, repurchase any products in the possession of the distributor at the net invoice price paid by the distributor to the company less any applicable special allowances, discounts, shipping or allowances for cooperative advertising.', ""if company terminates the agreement without cause and for reasons other than distributor's failure to meet its minimum expectations; it shall repurchase from distributor any unopened product, and shall bear all shipping, handling and related costs notwithstanding any other remedies to which distributor may be entitled.""]",Post-Termination Services
"['in the event that company is unable or unwilling to promptly perform any warranty work without reasonable cause and following full and fair opportunity to do so, or in the event of the necessity for emergency repairs of a defective product for which there is no reasonable possibility of performance by company, distributor may perform such warranty work or hire a third party to perform such warranty work and the reasonable cost thereof shall be paid by company.', ""company further warrants that the products sold hereunder shall be free from defects in design, materials and workmanship for a period of twenty-four (24) months after delivery to distributor's end-user."", 'the company represents that, to the best of its knowledge, products are in compliance with all laws, and that the products will not be hazardous or dangerous when used for their intended purpose. products do not cause harmful emissions or other environmental hazards and products do not violate or infringe any patents, copyrights, trademarks or other rights of nay third party(ies).', 'the company reserves the right to reject any products that are not factory sealed and in new and unused condition.', 'if company does not give annual notice pursuant to section 3.1 hereof, distributor may, within 90 days of modification, improvement or alteration, return the products to the company.', ""if, within the twenty-four (24) month warranty period set forth above, company received from distributor or any of distributor's end-user's a notice which may be oral notice confirmed in writing) that any of the products sold hereunder do not meet the warranties specified above, company shall thereupon correct each such defect by providing the necessary repairs, and/or replacement parts, or if necessary, products."", 'the company shall not have any obligation with respect to products after 365 days following delivery to distributor, except as provided herein.', ""in the event of any damages or other defect in a product which is discovered by distributor within 365 days of satisfactory installation of a product at distributor's or a subdistributor's customer, the distributor shall promptly report the same to the company and reasonably demonstrate the defect to the company.""]",Warranty Duration
"['company will carry a reasonable amount of product liability insurance through a reasonably acceptable products liability insurance company and will name the distributor as an additional insured under that policy. company will make reasonable efforts to procure a policy, which is non-cancelable, except upon thirty (30) days, advance notice to the distributor.']",Insurance
"['during the term of this agreement and for three years thereafter, the distributor (on behalf of itself and each of its affiliates) agrees not to commence, or provide any information to or otherwise assist any person or entity in connection with, any suit, action or proceeding contesting the ownership, validity or enforceability of any patent, copyright, trademark, trade name or other propriety right owned by or licensed to the company, whether currently existing or hereinafter invented, developed or acquired unless required to by court order.']",Covenant Not To Sue
"['during the term of this agreement, distributor shall have the exclusive right for selling the products to beijing sino-us jinche yingang auto technological services limited (the ""auto center"").', ""ppg shanghai or any of its direct or indirect affiliates shall not sell any of its products directly to the auto center or to any of the auto center's affiliates in china or throughout the world, unless ppg shanghai obtains distributor's written approval.""]",Exclusivity
"[""ppg shanghai shall have the right to terminate this agreement and/or suspend its performance hereunder immediately upon giving notice to distributor, which termination shall be effective upon receipt of notice, if any one of the following occurs:<omitted>(ii) distributor, or any principal owner of distributor, is convicted of a crime which, in ppg shanghai's reasonable judgment, may adversely affect the goodwill or interest of distributor or of ppg shanghai;""]",Non-Disparagement
"['ppg shanghai shall have the right to terminate this agreement and/or suspend its performance hereunder immediately upon giving notice to distributor, which termination shall be effective upon receipt of notice, if any one of the following occurs:<omitted>(iii) distributor becomes insolvent, assigns or attempts to assign its business assets for the benefit of creditors, institutes or has instituted against it proceedings in bankruptcy, or dissolves or liquidates the business of distributor<omitted>.']",Anti-Assignment
['distributor agrees to satisfy the annual and quarterly sale targets for the products set forth in appendix 3 herein as mutually agreed to by the parties hereof.'],Minimum Commitment
"['ppg shanghai hereby grants to distributor during the term, subject to the terms and conditions hereinafter specified, a limited, nonexclusive, nonassignable and nontransferable right to use the ppg trademarks in the territory for or in connection with its advertisement, promotion, sale and distribution of products.']",License Grant
"['ppg shanghai hereby grants to distributor during the term, subject to the terms and conditions hereinafter specified, a limited, nonexclusive, nonassignable and nontransferable right to use the ppg trademarks in the territory for or in connection with its advertisement, promotion, sale and distribution of products.']",Non-Transferable License
"[""for the avoidance of doubt, ppg shanghai hereby declares and represents that ppg shanghai is not responsible for any damage to the products after they have been taken away from ppg shanghai's warehouse and caused by distributor or its transport agent."", 'in no event shall ppg shanghai be liable for consequential damages.', 'ppg shanghai will not accept any claims for discrepancy in delivery beyond the 48 hours period.', 'notwithstanding the provisions of any law, rule, or regulation to the contrary, on the termination of this agreement for any cause whatsoever, distributor shall not be entitled to claim or receive from ppg shanghai any compensation, reimbursement, or damages on account of any expenditure or commitment of any kind in connection with its business or on account of goodwill or on account of loss of prospective profits or otherwise.', ""in the event that the product fails to conform to the warranties herein given, distributor's exclusive remedy and ppg shanghai's sole responsibility is, at ppg shanghai's option, limited to the replacement of such nonconforming product at ppg shanghai's expense or the refund of the purchase price attributable to a specific delivery as to which a claim is made.""]",Cap On Liability
"['ppg shanghai will not accept any claims for discrepancy in delivery beyond the 48 hours period.', 'if products are found damaged upon delivery, distributor or its customers who directly receive the delivery shall report to ppg shanghai in writing within 48 hours.', 'in case of discrepancy found in products\n\n\n\n\n\n delivered, distributor shall report to ppg shanghai in writing, detailing all the discrepancies within 48 hours after delivery.']",Warranty Duration
"[""distributor acknowledges ppg shanghai's exclusive right and interests in relation to the ppg trademarks and further acknowledges that all copyrights, patent, utility model rights and all other industrial property rights of whatever kind used in or in connection with the products are the sole and exclusive property of ppg shanghai or ppg and that distributor will not, whether during the term of this appointment or after its expiry or termination, knowingly do or cause to be done any act or thing directly or indirectly, contest or in any way impair or attempting to impair ppg shanghai or ppg's rights, titles or interests in the ppg trademarks.""]",Covenant Not To Sue
"[""ntc agrees that the product prices, benefits and allowances offered to alfa aesar shall not be less favorable than those offered on products provided to agents, distributors or marketed directly by ntc to any customers, other than the product prices existing as of the date of this agreement with ntc's commercial partners.""]",Most Favored Nation
"['ntc hereby grants to alfa aesar, and its subsidiaries and affiliates, the exclusive right to market, sell and distribute research quantities of the products within the territory, alfa aesar hereby accepts such right and agrees to use its reasonable efforts to promote the marketing, sale and distribution of research quantities of the products throughout the territory in accordance with the terms and conditions of this agreement using normal and standard practices.', ""alfa aesar agrees that, so long as ntc provides alfa aesar with products for alfa aesar' s marketing, sale and distribution of research quantities of the products within the territory, alfa aesar shall purchase all its requirements of the products (including nanomaterials with physical or chemical properties substantially the same as the products) exclusively from ntc during the term of this agreement, alfa aesar shall: i) buy the products in quantities listed in schedule a and repackage into the research sample quantities as it deems reasonable and appropriate for distribution and sale on a worldwide basis at such resale prices it shall determine from time to time, provided that any such repackaging shall comply with applicable safety laws and regulations; ii) attempt to keep reasonably sufficient stocks of the products to meet customer orders and to store such stocks in such conditions as ntc may recommend from time to time to prevent deterioration or damage."", 'alfa aesar agrees not to manufacture, buy, sell, distribute, deal in or be the agent for any products with the specifications of any of the products, excluding any preexisting alfa aesar products.']",Exclusivity
['the initial term of this agreement shall be for a period of five (5) years from the date first set forth above and shall thereafter automatically renew for additional two (2) year terms unless a party provides the other party with notice of non-renewal no less than 6 months prior to the expiration of the initial term or any renewal term unless earlier terminated as follows:<omitted>13.1.3 by either party for any reason by providing six (6) months prior written notice expressly terminating this agreement.'],Termination For Convenience
['the rights and obligations of the parties under this agreement shall not be assignable unless consent to the assignment is in writing and signed by the parties.'],Anti-Assignment
"[""for all referrals under section 6.1, except where ntc has evidence that it referral the customer (including its affiliates) to alfa aesar to purchase a prior sample of the product in question, or where ntc has made sales to the customer (including its affiliates) referred to ntc by alfa aesar within a period of twelve (12) months before alfa aesar's referral under section 6.1, ntc shall pay alfa aesar a commission at the rate of [***] on the net sales made to each such customer so referred to ntc under section 6.""]",Revenue/Profit Sharing
"[""ntc will provide training to alfa aesar's personnel on alfa aesar's premises as reasonably necessary, but no less than once annually, at mutually agreed upon times and dates to provide alfa aesar's sales and service personnel with adequate knowledge with respect to the products.""]",Minimum Commitment
"[""subject to any limitations which ntc communicates to alfa aesar in writing, ntc hereby grants alfa aesar a license to use, exhibit, excerpt, reformat, modify, reproduce, publish, publicly perform and transmit via the internet and otherwise use such ntc content for the purpose of marketing, advertising and promoting the products, provided that alfa aesar obtains ntc's prior written approval for ntc content to be included in such literature."", 'ntc hereby grants alfa aesar a limited non-exclusive license to use, exhibit, excerpt, reproduce, publish, publicly perform and transmit via the internet and otherwise use the ntc trademarks in substantially the form as ntc may provide to alfa aesar from time to time during the term of this agreement in accordance with the terms set forth herein.', 'alfa aesar hereby grants to ntc a limited non-exclusive license to use the alfa aesar trademarks in the form provided by alfa aesar during the term of this agreement in accordance with the terms set forth herein.', ""such license is granted solely in connection with ntc's rights and obligations under this agreement and, in particular, for the purpose of licensing ntc to use the alfa aesar trademark on the ntc web site as expressly contemplated herein for referral of customers of research quantities to alfa aesar and is a link/navigational button to the alfa aesar site."", ""such license is granted solely in connection with alfa aesar's rights and obligations under this agreement and, in particular, for the purpose of licensing alfa aesar to use the ntc trademarks in alfa aesar's marketing, sales and distribution materials relative to the products, including without limitation on the alfa aesar's web site as a link/navigational button to the ntc web site as posted by ntc.""]",License Grant
"['upon termination of this agreement for any reason, alfa aesar may i) return its current inventory of products for reimbursement by ntc or ii) keep its current inventory of products and continue to sell such products pursuant to the terms hereof until depletion of inventory.', ""upon termination of this agreement, alfa aesar may continue to advertise and promote the products, using the ntc's trademarks and ntc content until alfa aesar's inventory depletion.""]",Post-Termination Services
"[""within twelve (12) months after the date this agreement has been terminated by the parties, alfa aesar may engage an independent certified public accounting firm reasonably acceptable to ntc to audit the ntc invoices and accounting records pertaining to those customers identified as referrals under section 6.1 at ntc's offices during normal business hours by providing thirty (30) days advance notice of such audit for the purpose of determining the accuracy of the commissions paid or payable to alfa aesar hereunder.""]",Audit Rights
"[""buyer, for itself and its insurers, expressly waives any and all limitations or liability caps, if any, on buyer's contribution liability to seller, and any and all statutory or common law lien rights or claims against seller arising from any applicable workers compensation or disability acts, which buyer might or could assert against seller or seller's insurers in the event of the personal injury or death of buyer's employees, representatives or servants.""]",Uncapped Liability
"[""seller shall not be liable for indirect, special, incidental or consequential damages arising under this agreement or otherwise with respect to the sale of the products, including any lost revenues or profits, consequential and/or incidental damages, business interruption or damage to business reputation, regardless of the theory upon which any claim may be based, including any statutory causes of action or claims. in no event will seller's entire liability to buyer, including any liability in the event the exclusive remedy set forth in this agreement fails of its essential purpose, exceed the purchase price actually paid by buyer for the products hereunder, or any defective portion thereof, whichever is the lesser amount."", ""the correction of such defect by repair or crediting alfa aesar's account for the cost of the product in the manner set forth above shall constitute the sole and exclusive remedy of distributor with respect to any warranty given herein relating to any product sold or delivered hereunder."", ""seller expressly disclaims any and all liability to buyer for any consequential damages, damages for loss of use, loss of profits, income, or revenue, loss of time or inconvenience, loss or damage to associated equipment, cost of substituted or replacement equipment, loss to facilities, loss of capital, loss of services or any other incidental, consequential or special damage arising out of this order or the operation, function or characteristics of the products purchased hereunder or otherwise provided by seller. in the event that products do not satisfy specifications, they will be replaced, at seller's option, with products that do satisfy the specifications at seller's sole expense. said replacement is the sole and exclusive remedy of buyer."", 'to the fullest extent permitted by law, the parties waive and relinquish any claims, demands, causes of action or recoveries for punitive damages, exemplary damages, or statutory damages.']",Cap On Liability
"[""any rejection or revocation of acceptance by buyer (a) must be made within thirty (30) days of the products being made available for shipment to buyer, (b) any attempted rejection or revocation of acceptance made thereafter shall be null and void, and (c) any rejection or revocation of acceptance shall comply with seller's return protocol.""]",Warranty Duration
"['each party agrees to maintain and provide the other with evidence of insurance coverage for comprehensive general liability in an amount no less than $2,000,000.00 u.s. dollars.', 'buyer shall obtain comprehensive general liability coverage, including contractual liability coverage, naming seller as an additional named insured, in amounts sufficient to fully protect seller under this agreement from loss, damage or casualty caused by buyer or incurred by seller under this agreement.']",Insurance
"['upon the effective date of this agreement comware shall have the exclusive right to purchase, at the discounts described below, and resell products to potential customers during the initial distribution period, based on the following terms and conditions:\n\n(a) comware must purchase no less than $22,710.00 worth of products, in any combination, by april 15, 2000. this initial order shall be evidenced by valid purchase order from comware to be received by its no later than 5:00pm april 1, 2000, with payment to be received by its no later than april 15, 2000. in the event either of these dates are not met, this agreement will automatically and immediately terminate and neither of the parties hereto will have any further obligations, one to the other.\n\n(b) future purchase orders and delivery will approximate the 15 day delivery schedule (but not the dates), although payment will be made by comware to its no later than thirty (30) days after receipt of invoice from its.\n\n(c) provided comware purchases the initial products as in (a) above, comware shall have the right to purchase additional products up to a total of $45,420.00 at the following discounts:\n\n 1\n\n initial discounts:\n\n product identification suggested retail price discount price to comware ------------------------------------------------------------------------------------------------- circuitest 2000s $5,995.00 45% $3,297.25 circuitest 2100 scanner $2,995.00 56% $1,317.80\n\n (international test systems reserves the right to change the retail price at any time, with notice to comware.)\n\n(d) in the event comware purchases products in excess of $45,420.00 during the initial distribution period, comware shall have the right to purchase additional products at the following discounts:\n\n subsequent discounts:\n\n product identification suggested retail price discount price to comware ------------------------------------------------------------------------------------------------- circuitest 2000s $5,995.00 50% $2,997.50 circuitest 2100 scanner $2,995.00 60% $1,198.00\n\n (international test systems reserves the right to change the retail price at any time, with notice to comware.)']",Competitive Restriction Exception
"['upon the effective date of this agreement comware shall have the exclusive right to purchase, at the discounts described below, and resell products to potential customers during the initial distribution period,']",Exclusivity
"['except as specifically described elsewhere in this agreement, either its or comware shall have the right to terminate this agreement with 30 days written notice from the other party, for any reason whatsoever.']",Termination For Convenience
"['comware must purchase no less than $22,710.00 worth of products, in any combination, by april 15, 2000.', 'comware must purchase order a minimum of $4,200 worth of products per month during the renewal period to maintain the terms and conditions of this agreement.', 'in the event comware does not meet these minimum purchase requirements, this agreement will automatically and immediately terminate and neither of the parties hereto will have any further obligations, one to the other.', 'in the event comware purchases an amount less than $45,420.00, than this agreement will automatically terminate.']",Minimum Commitment
"['its products are warranted free from defects of material or workmanship for 3 years after shipment from the manufacturer. equipment purchased from its, which becomes defective within that time period will be repaired by its at its headquarters in san antonio, texas at no cost to comware beyond cost of shipping the equipment to its.', 'its will provide free technical support to customers who have purchased its systems for a period of 30 days.']",Warranty Duration
"['power2ship will pay wli 10% of any activation commissions (""unit commissions""), if any, it receives as a result of any unit activated on a specific wireless network.']",Revenue/Profit Sharing
"['notwithstanding the foregoing, power2ship is obligated to pay the license fee to wli for a minimum of 36 months.', 'once the monthly license fee for a particular unit has started, it will continue for a minimum of 36 consecutive months with the only exception being that should power2ship uninstall a particular unit from one customer and install it at another customer, power2ship is permitted to suspend the monthly license fee for that particular unit for a maximum of 2 months during the life of this agreement.']",Minimum Commitment
"[""the midlink software is licensed to power2ship for the exclusive use with wli's products."", ""power2ship commits not to connect to wli's midlink software using any other wireless devices and /or terminal (s) and /or gps devices other than wli branded products."", 'power2ship may use for purposes of this agreement such trademarks and trade names as appear on the products and on promotional materials therefore when received by power2ship from wli.', 'wli hereby grants to power2ship the non-exclusive right and license to distribute certain wli\'s products and services (the ""products"" or ""units"") and software programs (""licensed programs"") to power2ship\'s customers (which are end users) located in north america.']",License Grant
"['upon expiration of this agreement or termination by either party, power2ship may sell off any remaining inventory of the products or licensed software acquired prior to termination.']",Post-Termination Services
"[""wli, at its own discretion, may visit power2ship's warehouse at normal business hours to verify the actual number of units in inventory and/or the number of units suspended."", ""said examination shall be at wli's sole cost and expense during normal business hours and upon reasonable notice, and may not be conducted more than once annually; provided, however, -------- ------- that if such audit reveals an underpayment by power2ship of more than 10% for the period audited, power2ship shall pay wli's actual costs and expenses for performing such audit.""]",Audit Rights
"['the warranty and remedies set forth in exhibit b are exclusive and in lieu of any other warranties or remedies, express or implied, including the implied warranties of merchantability and fitness for intended or particular purpose.', 'the liability of wli to power2ship for any claim whatsoever related to the products or the licensed programs or this agreement, including any cause of action in contract, tort, or strict liability, shall not exceed the total amount payable under this agreement by power2ship to wli within the most recent six-month period for the licensed programs (if such claim relates to the licensed programs), or for the wli products (if such claim relates to the wli products).', 'repair or replacement by wli as provided in this limited warranty is your exclusive remedy under this limited warranty.', 'wli shall not be liable for any special, incidental, consequential or exemplary damages.', 'neither party shall be liable to the other party for any special, incidental, or consequential damages arising in connection with, or out of termination of, this agreement.', 'under no circumstances shall wli be liable to power2ship or to any other person or entity for any incidental, special or consequential damages whether arising out of breach of warranty, breach of contract or otherwise even if wli has been advised of the possibility of such claims or demands.']",Cap On Liability
